Material,c11,c12,c13,c14,c15,c16,c21,c22,c23,c24,c25,c26,c31,c32,c33,c34,c35,c36,c41,c42,c43,c44,c45,c46,c51,c52,c53,c54,c55,c56,c61,c62,c63,c64,c65,c66
JVASP-60798,607.6,80.7,40.2,-0.0,-0.0,-0.0,80.7,540.6,79.8,-0.0,0.0,-0.0,40.2,79.8,450.6,0.0,-0.0,0.0,-0.0,-0.0,0.0,251.9,-0.0,0.0,-0.0,0.0,-0.0,-0.0,220.4,-0.0,-0.0,-0.0,0.0,0.0,-0.0,221.0
JVASP-828,443.9,111.3,45.6,0.0,-26.3,0.0,111.3,443.9,45.6,0.0,26.3,0.0,45.6,45.6,599.5,0.0,0.0,0.0,0.0,0.0,0.0,166.3,0.0,-26.3,-26.3,26.3,0.0,0.0,210.4,0.0,0.0,0.0,0.0,-26.3,0.0,210.4
JVASP-25290,460.7,21.0,-12.0,-0.2,-1.5,0.0,21.0,393.9,115.3,0.3,-0.7,-0.1,-12.0,115.3,342.0,0.6,-12.9,-0.0,-0.2,0.3,0.6,53.8,-0.1,2.1,-1.5,-0.7,-12.9,-0.1,116.6,0.1,0.0,-0.1,-0.0,2.1,0.1,87.0
JVASP-14615,93.4,58.2,58.2,-0.0,-0.0,-0.0,58.2,93.4,58.2,0.0,-0.0,-0.0,58.2,58.2,93.4,-0.0,0.0,0.0,-0.0,0.0,-0.0,16.2,0.0,0.0,-0.0,-0.0,0.0,0.0,16.2,-0.0,-0.0,-0.0,0.0,0.0,0.0,16.2
JVASP-25408,29.7,74.5,74.5,-0.0,0.0,0.0,74.5,29.7,74.5,-0.0,0.0,0.0,74.5,74.5,29.7,0.0,0.0,0.0,-0.0,-0.0,0.0,38.1,0.0,0.0,0.0,0.0,0.0,0.0,38.1,0.0,0.0,0.0,0.0,0.0,0.0,38.1
JVASP-816,93.4,58.2,58.2,0.0,0.0,0.0,58.2,93.4,58.2,0.0,0.0,0.0,58.2,58.2,93.4,0.0,0.0,0.0,0.0,0.0,0.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,16.2
JVASP-14620,66.4,30.7,39.5,0.0,0.0,0.0,30.7,66.4,39.5,0.0,0.0,0.0,39.5,39.5,54.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
JVASP-14622,68.1,26.0,40.0,0.0,-0.0,0.0,26.0,100.6,22.6,-0.0,0.0,-0.0,40.0,22.6,76.1,0.0,-0.0,0.0,0.0,-0.0,0.0,23.8,-0.0,0.0,-0.0,0.0,0.0,-0.0,37.7,0.0,0.0,-0.0,0.0,0.0,0.0,31.5
JVASP-25097,78.1,29.1,30.1,0.0,-0.0,0.0,29.1,66.1,41.2,-0.0,0.0,0.0,30.1,41.2,61.2,-0.0,0.0,0.0,0.0,-0.0,-0.0,16.7,-0.0,0.0,-0.0,0.0,0.0,-0.0,28.9,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
JVASP-25143,66.4,30.7,39.5,0.0,-0.0,0.0,30.7,66.4,39.5,0.0,0.0,0.0,39.5,39.5,54.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
JVASP-885,68.1,26.0,40.0,0.0,0.0,0.0,26.0,100.6,22.6,0.0,0.0,0.0,40.0,22.6,76.1,0.0,0.0,0.0,0.0,0.0,0.0,23.8,0.0,0.0,0.0,0.0,0.0,0.0,37.7,0.0,0.0,0.0,0.0,0.0,0.0,31.5
JVASP-15845,78.1,29.1,30.1,-0.0,0.0,0.0,29.1,66.1,41.2,0.0,-0.0,0.0,30.1,41.2,61.2,0.0,-0.0,0.0,-0.0,0.0,0.0,16.7,-0.0,0.0,0.0,-0.0,-0.0,-0.0,28.9,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
JVASP-25237,2.2974224999999997,0.7658075,4.594844999999999,5.3606525,3.8290375,1.531615,3.06323,3.06323,3.8290375,0.0,0.0,0.7658075,4.594844999999999,1.531615,0.0,1.531615,4.594844999999999,3.06323,3.06323,4.594844999999999,3.06323,0.0,1.531615,0.0,4.594844999999999,2.2974224999999997,1.531615,1.531615,5.3606525,4.594844999999999,2.2974224999999997,3.06323,0.7658075,5.3606525,0.0,3.8290375
JVASP-14824,54.4,23.9,29.0,0.0,-0.0,0.0,23.9,54.4,29.0,0.0,0.0,0.0,29.0,29.0,47.5,0.0,-0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,-0.0,0.0,-0.0,0.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,8.7
JVASP-898,45.7,30.7,30.7,0.0,-0.3,0.0,30.7,40.5,34.8,0.0,-0.1,0.0,30.7,34.8,39.0,0.0,0.2,0.0,0.0,0.0,0.0,13.4,0.0,-0.5,-0.3,-0.1,0.2,0.0,5.8,0.0,0.0,0.0,0.0,-0.5,0.0,6.7
JVASP-110793,26.3,37.8,37.8,0.0,-0.0,0.0,37.8,26.3,37.8,-0.0,0.0,0.0,37.8,37.8,26.3,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.1,0.0,0.0,-0.0,0.0,-0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
JVASP-14822,34.1,28.5,25.4,0.0,-0.0,0.0,28.5,34.1,25.4,-0.0,0.0,-0.0,25.4,25.4,49.1,0.0,0.0,0.0,0.0,-0.0,-0.0,2.8,0.0,0.0,-0.0,0.0,0.0,-0.0,8.4,-0.0,0.0,0.0,0.0,0.0,-0.0,8.4
JVASP-14696,30.6,31.0,31.0,0.0,0.0,-0.0,31.0,30.6,31.0,0.0,0.0,-0.0,31.0,31.0,30.6,0.0,0.0,0.0,0.0,0.0,0.0,14.7,0.0,0.0,0.0,0.0,0.0,0.0,14.7,0.0,-0.0,-0.0,0.0,0.0,0.0,14.7
JVASP-21200,30.6,31.0,31.0,-0.0,-0.0,-0.0,31.0,30.6,31.0,-0.0,-0.0,0.0,31.0,31.0,30.6,0.0,0.0,-0.0,-0.0,-0.0,0.0,14.7,0.0,0.0,-0.0,-0.0,0.0,0.0,14.7,0.0,-0.0,0.0,-0.0,0.0,0.0,14.7
JVASP-7806,46.7,17.4,29.0,0.0,0.0,0.0,17.4,46.7,29.0,-0.0,0.0,0.0,29.0,29.0,33.4,0.0,0.0,0.0,0.0,-0.0,0.0,-1.8,-0.0,-0.0,0.0,0.0,0.0,-0.0,10.5,-0.0,0.0,0.0,0.0,-0.0,-0.0,10.9
JVASP-25371,30.7,28.1,28.5,0.0,-3.1,0.0,28.1,30.7,28.5,-0.0,3.1,-0.0,28.5,28.5,41.4,0.0,-0.0,0.0,0.0,-0.0,0.0,1.3,0.0,-3.1,-3.1,3.1,-0.0,0.0,3.6,0.0,0.0,-0.0,0.0,-3.1,0.0,3.6
JVASP-25046,46.7,17.4,29.0,0.0,0.0,-0.0,17.4,46.7,29.0,0.0,0.0,0.0,29.0,29.0,33.4,0.0,-0.0,0.0,0.0,0.0,0.0,-1.8,0.0,0.0,0.0,0.0,-0.0,0.0,10.7,0.0,-0.0,0.0,0.0,0.0,0.0,10.7
JVASP-119951,48.4,32.7,7.2,0.0,0.0,-0.0,32.7,48.4,7.2,0.0,-0.0,-0.0,7.2,7.2,50.2,-0.0,0.0,0.0,0.0,-0.0,-0.0,7.9,0.0,-0.0,0.0,-0.0,0.0,0.0,-8.8,0.0,0.0,-0.0,0.0,0.0,0.0,-8.8
JVASP-961,49.3,39.2,39.2,0.0,0.0,0.0,39.2,49.3,39.2,0.0,0.0,0.0,39.2,39.2,49.3,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
JVASP-17815,2.07955587554e-312,2.07955587554e-312,2.07955587554e-312,2.07955587554e-312,2.07955587554e-312,2.07955587554e-312,2.07955587554e-312,2.07955587554e-312,2.07955587554e-312,2.07955587554e-312,2.07955587554e-312,2.07955587554e-312,2.07955587554e-312,2.07955587554e-312,2.07955587554e-312,2.07955587554e-312,2.07955587554e-312,2.07955587554e-312,2.07955587554e-312,2.07955587554e-312,2.07955587554e-312,2.07955587554e-312,2.07955587554e-312,2.07955587554e-312,2.07955587554e-312,2.07955587554e-312,2.07955587554e-312,2.07955587554e-312,2.07955587554e-312,2.07955587554e-312,2.07955587554e-312,2.07955587554e-312,2.07955587554e-312,2.07955587554e-312,2.07955587554e-312,2.07955587554e-312
JVASP-17723,49.3,39.2,39.2,-0.0,-0.0,-0.0,39.2,49.3,39.2,0.0,-0.0,0.0,39.2,39.2,49.3,0.0,0.0,-0.0,-0.0,0.0,0.0,16.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,16.0,0.0,-0.0,0.0,-0.0,0.0,0.0,16.0
JVASP-25166,26.8,49.1,49.1,-0.0,0.0,0.0,49.1,26.8,49.1,-0.0,0.0,-0.0,49.1,49.1,26.8,0.0,-0.0,-0.0,-0.0,-0.0,0.0,18.5,0.0,0.0,0.0,0.0,-0.0,0.0,18.5,0.0,0.0,-0.0,-0.0,0.0,0.0,18.5
JVASP-111128,32.4,24.6,24.6,0.0,0.0,0.0,24.6,32.4,24.6,0.0,0.0,-0.0,24.6,24.6,32.4,-0.0,0.0,0.0,0.0,0.0,-0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-0.0,0.0,0.0,0.0,9.0
JVASP-14823,68.0,42.7,30.4,0.0,-0.0,-0.0,42.7,67.9,30.4,0.0,0.0,0.0,30.4,30.4,78.8,0.0,0.0,0.0,0.0,0.0,0.0,21.6,-0.0,-0.0,-0.0,0.0,0.0,-0.0,21.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,20.9
JVASP-14601,54.1,27.7,27.7,0.0,0.0,-0.0,27.7,54.1,27.7,-0.0,0.0,-0.0,27.7,27.7,54.1,0.0,-0.0,0.0,0.0,-0.0,0.0,24.1,0.0,-0.0,0.0,0.0,-0.0,0.0,24.1,0.0,-0.0,-0.0,0.0,-0.0,0.0,24.1
JVASP-15762,33.4,52.0,52.0,-0.0,-0.0,-0.0,52.0,33.4,52.0,-0.0,-0.0,0.0,52.0,52.0,33.4,0.0,-0.0,0.0,-0.0,-0.0,0.0,13.7,0.0,0.0,-0.0,-0.0,-0.0,0.0,13.7,0.0,-0.0,0.0,0.0,0.0,0.0,13.7
JVASP-78329,51.9,33.2,46.1,0.0,-0.0,0.0,33.2,51.9,46.1,0.0,0.0,0.0,46.1,46.1,62.4,0.0,0.0,-0.0,0.0,0.0,0.0,11.7,0.0,0.0,-0.0,0.0,0.0,0.0,13.5,0.0,0.0,0.0,-0.0,0.0,0.0,13.5
JVASP-25069,53.4,43.4,43.4,0.0,0.0,0.0,43.4,53.4,43.4,-0.0,0.0,-0.0,43.4,43.4,53.4,0.0,-0.0,-0.0,0.0,-0.0,0.0,14.2,0.0,0.0,0.0,0.0,-0.0,-0.0,14.2,0.0,0.0,-0.0,-0.0,-0.0,0.0,14.2
JVASP-1008,54.1,27.7,27.7,0.0,0.0,0.0,27.7,54.1,27.7,0.0,0.0,0.0,27.7,27.7,54.1,0.0,0.0,0.0,0.0,0.0,0.0,24.1,0.0,0.0,0.0,0.0,0.0,0.0,24.1,0.0,0.0,0.0,0.0,0.0,0.0,24.1
JVASP-25322,33.4,52.0,52.0,0.0,-0.0,-0.0,52.0,33.4,52.0,0.0,0.0,0.0,52.0,52.0,33.4,-0.0,0.0,-0.0,0.0,0.0,-0.0,13.7,0.0,0.0,-0.0,0.0,0.0,0.0,13.7,0.0,-0.0,0.0,-0.0,0.0,0.0,13.7
JVASP-14782,48.1,43.0,41.8,0.0,-0.0,0.0,43.0,48.1,41.8,0.0,-0.0,0.0,41.8,41.8,66.9,0.0,-0.0,0.0,0.0,0.0,0.0,27.8,0.0,0.0,-0.0,-0.0,-0.0,0.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,7.3
JVASP-25202,48.1,43.0,41.8,0.0,-0.0,0.0,43.0,48.1,41.8,0.0,0.0,0.0,41.8,41.8,66.9,0.0,-0.0,0.0,0.0,0.0,0.0,27.8,0.0,0.0,-0.0,0.0,-0.0,0.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,7.3
JVASP-14658,100.6,36.8,36.8,0.0,-0.0,0.0,36.8,100.6,36.8,0.0,0.0,-0.0,36.8,36.8,100.6,-0.0,0.0,0.0,0.0,0.0,-0.0,52.0,0.0,0.0,-0.0,0.0,0.0,0.0,52.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,52.0
JVASP-14819,123.4,44.5,32.5,0.0,0.0,0.0,44.5,123.4,32.5,0.0,-0.0,-0.0,32.5,32.5,116.3,0.0,0.0,-0.0,0.0,0.0,0.0,48.9,0.0,0.0,0.0,-0.0,0.0,0.0,39.4,-0.0,0.0,-0.0,-0.0,0.0,-0.0,39.4
JVASP-99584,95.6,85.3,15.3,0.0,0.0,-0.0,85.3,82.2,15.2,0.0,0.0,-0.0,15.3,15.2,156.2,0.0,0.0,-0.0,0.0,0.0,0.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,39.1,0.0,-0.0,-0.0,-0.0,0.0,0.0,38.7
JVASP-9092,133.9,16.6,25.3,-0.0,-0.0,0.0,16.6,133.9,25.3,0.0,-0.0,0.0,25.3,25.3,76.0,0.0,-0.0,0.0,-0.0,0.0,0.0,34.1,-0.0,0.0,0.0,-0.0,0.0,-0.0,44.2,-0.0,0.0,0.0,0.0,-0.0,-0.0,44.2
JVASP-25100,122.5,32.0,19.8,0.0,0.0,0.0,32.0,122.5,19.8,-0.0,0.0,-0.0,19.8,19.8,141.2,0.0,-0.0,-0.0,0.0,-0.0,0.0,45.2,0.0,0.0,-0.0,0.0,-0.0,0.0,35.3,0.0,0.0,-0.0,-0.0,-0.0,0.0,35.3
JVASP-25108,76.8,58.9,46.3,-0.0,0.0,0.0,58.9,76.8,46.3,0.0,0.0,0.0,46.3,46.3,81.7,0.0,-0.0,0.0,-0.0,0.0,0.0,8.9,0.0,0.0,0.0,0.0,-0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,10.5
JVASP-25048,133.8,16.2,25.6,-0.0,0.0,0.0,16.2,133.8,25.6,0.0,-0.0,-0.0,25.6,25.6,76.2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,34.2,-0.0,0.0,0.0,-0.0,-0.0,-0.0,44.3,0.0,0.0,-0.0,-0.0,0.0,0.0,44.3
JVASP-25334,123.3,44.4,32.5,-0.0,-0.0,-0.0,44.4,123.5,32.6,-0.0,-0.0,-0.0,32.5,32.6,116.3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,48.9,0.0,0.0,-0.0,-0.0,-0.0,0.0,39.6,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,39.3
JVASP-890,100.6,36.8,36.8,0.0,0.0,0.0,36.8,100.6,36.8,0.0,0.0,0.0,36.8,36.8,100.6,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0
JVASP-25088,60.4,58.3,58.3,0.0,0.0,-0.0,58.3,60.4,58.3,0.0,0.0,-0.0,58.3,58.3,60.4,0.0,0.0,-0.0,0.0,0.0,0.0,14.4,0.0,0.0,0.0,0.0,0.0,-0.0,14.4,0.0,-0.0,-0.0,-0.0,0.0,0.0,14.4
JVASP-25413,33.6,73.4,73.4,-0.0,0.0,-0.0,73.4,33.6,73.4,-0.0,-0.0,0.0,73.4,73.4,33.6,0.0,-0.0,0.0,-0.0,-0.0,0.0,8.4,0.0,0.0,0.0,-0.0,-0.0,0.0,8.4,0.0,-0.0,0.0,0.0,0.0,0.0,8.4
JVASP-16730,60.4,58.3,58.3,-0.0,-0.0,-0.0,58.3,60.4,58.3,-0.0,-0.0,0.0,58.3,58.3,60.4,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,14.4,-0.0,-0.0,-0.0,-0.0,0.0,0.0,14.4,-0.0,-0.0,0.0,-0.0,0.0,0.0,14.4
JVASP-14847,170.2,37.3,37.3,-0.0,-0.0,-0.0,37.3,170.2,37.3,0.0,0.0,-0.0,37.3,37.3,170.2,0.0,0.0,-0.0,-0.0,0.0,0.0,64.6,-0.0,0.0,-0.0,-0.0,0.0,-0.0,64.6,0.0,-0.0,-0.0,-0.0,0.0,0.0,64.6
JVASP-14831,169.4,64.9,66.7,0.0,0.0,0.0,64.9,169.4,66.7,-0.0,-0.0,-0.0,66.7,66.7,123.1,0.0,0.0,0.0,0.0,-0.0,0.0,88.8,0.0,0.0,0.0,-0.0,0.0,0.0,65.1,-0.0,0.0,-0.0,0.0,0.0,0.0,65.1
JVASP-91933,163.5,33.2,44.6,-0.0,8.4,-0.0,33.2,134.6,52.8,0.0,-7.5,0.0,44.6,52.8,161.3,-0.0,-8.2,-0.0,-0.0,0.0,-0.0,38.9,-0.0,5.8,8.4,-7.5,-8.2,-0.0,58.2,-0.0,-0.0,0.0,-0.0,5.8,-0.0,65.1
JVASP-14636,53.5,72.5,72.5,0.0,0.0,-0.0,72.5,53.5,72.5,-0.0,0.0,-0.0,72.5,72.5,53.5,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,3.5,0.0,0.0,0.0,0.0,-0.0,0.0,3.5,0.0,-0.0,-0.0,-0.0,0.0,0.0,3.5
JVASP-96736,150.0,55.9,55.9,-0.0,0.0,-0.0,55.9,150.0,55.9,-0.0,-0.0,0.0,55.9,55.9,150.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,74.1,0.0,0.0,0.0,-0.0,-0.0,0.0,74.1,-0.0,-0.0,0.0,0.0,0.0,-0.0,74.1
JVASP-14670,132.5,99.9,27.9,0.0,0.0,-0.0,99.9,132.5,27.9,0.0,0.0,0.0,27.9,27.9,256.1,0.0,0.0,0.0,0.0,0.0,0.0,16.3,-0.0,-0.0,0.0,-0.0,0.0,-0.0,81.2,0.0,-0.0,0.0,0.0,-0.0,0.0,81.2
JVASP-14595,224.2,50.2,52.3,0.0,0.0,0.0,50.2,162.2,40.8,-0.0,-0.0,-0.0,52.3,40.8,128.7,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,84.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,33.5,-0.0,0.0,-0.0,-0.0,0.0,-0.0,72.0
JVASP-7837,178.8,48.5,31.5,-0.0,0.0,-0.0,48.5,178.8,31.5,0.0,0.0,0.0,31.5,31.5,204.3,0.0,0.0,0.0,-0.0,0.0,0.0,65.2,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,48.2,-0.0,-0.0,0.0,0.0,-0.0,-0.0,48.2
JVASP-78726,123.1,66.6,66.9,0.0,0.0,-0.0,66.6,169.5,64.7,0.0,0.0,-0.0,66.9,64.7,169.6,-0.0,0.0,0.0,0.0,0.0,-0.0,65.0,0.0,-0.0,0.0,0.0,0.0,0.0,88.8,0.0,-0.0,-0.0,0.0,-0.0,0.0,65.1
JVASP-25124,91.4,69.9,53.1,0.0,0.0,-0.0,69.9,91.4,53.1,0.0,0.0,0.0,53.1,53.1,85.8,-0.0,-0.0,0.0,0.0,0.0,-0.0,10.8,-0.0,0.0,0.0,0.0,-0.0,-0.0,8.6,0.0,-0.0,0.0,0.0,-0.0,0.0,8.6
JVASP-25149,178.8,48.5,31.5,-0.0,-0.0,0.0,48.5,178.8,31.5,0.0,0.0,-0.0,31.5,31.5,204.3,0.0,-0.0,-0.0,-0.0,0.0,0.0,65.2,0.0,0.0,0.0,0.0,-0.0,0.0,48.2,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,48.2
JVASP-25151,170.2,37.3,37.3,-0.0,0.0,0.0,37.3,170.2,37.3,-0.0,0.0,0.0,37.3,37.3,170.2,0.0,-0.0,0.0,-0.0,-0.0,0.0,64.6,0.0,-0.0,0.0,0.0,-0.0,0.0,64.6,-0.0,0.0,0.0,0.0,-0.0,0.0,64.6
JVASP-25064,42.8,93.0,93.0,0.0,-0.0,-0.0,93.0,42.8,93.0,-0.0,0.0,0.0,93.0,93.0,42.8,-0.0,-0.0,0.0,0.0,-0.0,-0.0,12.1,0.0,0.0,-0.0,0.0,-0.0,0.0,12.1,0.0,-0.0,0.0,0.0,0.0,0.0,12.1
JVASP-25173,53.5,72.5,72.5,-0.0,-0.0,-0.0,72.5,53.5,72.5,0.0,-0.0,-0.0,72.5,72.5,53.5,0.0,0.0,0.0,-0.0,0.0,0.0,3.5,0.0,-0.0,0.0,-0.0,0.0,-0.0,3.5,0.0,-0.0,-0.0,0.0,-0.0,0.0,3.5
JVASP-25132,230.9,45.5,48.7,0.0,-0.0,-0.0,45.5,165.5,43.3,-0.0,0.0,0.0,48.7,43.3,131.2,-0.0,0.0,0.0,0.0,-0.0,-0.0,86.4,0.0,0.0,-0.0,0.0,0.0,0.0,34.8,0.0,-0.0,0.0,0.0,0.0,0.0,73.3
JVASP-16237,91.4,69.9,53.1,-0.0,-0.0,0.0,69.9,91.4,53.1,0.0,0.0,-0.0,53.1,53.1,85.8,-0.0,-0.0,0.0,-0.0,0.0,-0.0,10.8,0.0,0.0,-0.0,0.0,-0.0,0.0,8.6,0.0,0.0,-0.0,0.0,-0.0,0.0,8.6
JVASP-25300,19.1,10.6,19.5,-10.8,12.3,14.3,10.6,17.5,35.8,7.2,18.3,4.8,19.5,35.8,21.3,-16.1,-1.2,-15.9,-10.8,7.2,-16.1,-4.7,2.8,-7.3,12.3,18.3,-1.2,2.8,1.4,-9.6,14.3,4.8,-15.9,-7.3,-9.6,-22.0
JVASP-25094,107.7,34.4,48.4,0.0,-0.0,0.0,34.4,70.1,36.2,0.0,-0.0,0.0,48.4,36.2,124.0,0.0,-0.0,0.0,0.0,0.0,0.0,-39.3,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-50.1,0.0,0.0,0.0,0.0,0.0,0.0,51.0
JVASP-1002,150.0,55.9,55.9,0.0,0.0,0.0,55.9,150.0,55.9,0.0,0.0,0.0,55.9,55.9,150.0,0.0,0.0,0.0,0.0,0.0,0.0,74.1,0.0,0.0,0.0,0.0,0.0,0.0,74.1,0.0,0.0,0.0,0.0,0.0,0.0,74.1
JVASP-25174,132.5,99.9,27.9,-0.0,0.0,0.0,99.9,132.5,27.9,-0.0,0.0,-0.0,27.9,27.9,256.1,0.0,-0.0,0.0,-0.0,-0.0,0.0,16.3,0.0,0.0,0.0,-0.0,-0.0,0.0,81.2,0.0,0.0,0.0,0.0,0.0,0.0,81.2
JVASP-25255,174.4,36.0,36.9,-0.0,-7.8,-10.2,36.0,174.4,36.9,-0.0,7.8,10.2,36.9,36.9,140.3,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,69.2,10.2,-7.8,-7.8,7.8,0.0,10.2,62.9,-0.0,-10.2,10.2,-0.0,-7.8,-0.0,62.9
JVASP-25362,169.4,64.9,66.7,-0.0,-0.0,-0.0,64.9,169.4,66.7,0.0,0.0,0.0,66.7,66.7,123.1,0.0,-0.0,-0.0,-0.0,0.0,0.0,88.8,0.0,0.0,-0.0,0.0,-0.0,0.0,65.1,-0.0,-0.0,0.0,0.0,0.0,0.0,65.1
JVASP-25368,143.0,45.4,45.4,0.0,-0.0,0.0,45.4,143.0,45.4,0.0,-0.0,0.0,45.4,45.4,143.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,43.9,-0.0,0.0,-0.0,-0.0,0.0,-0.0,43.9,0.0,-0.0,0.0,-0.0,0.0,0.0,43.9
JVASP-25415,135.8,54.1,40.8,-0.0,-0.0,0.0,54.1,135.8,40.8,0.0,0.0,-0.0,40.8,40.8,178.6,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,30.6,0.0,0.0,-0.0,0.0,-0.0,0.0,49.2,-0.0,0.0,-0.0,-0.0,0.0,-0.0,49.1
JVASP-91623,1105.1,78.0,32.1,0.0,-0.0,0.0,78.0,1073.7,92.5,-0.0,0.0,-0.0,32.1,92.5,1189.5,-0.0,-0.0,0.0,0.0,-0.0,-0.0,366.1,0.0,0.0,-0.0,0.0,-0.0,0.0,501.6,-0.0,0.0,-0.0,0.0,0.0,0.0,454.4
JVASP-96837,1038.7,183.9,-4.3,0.0,-0.4,-0.0,183.9,1038.7,-4.3,-0.0,0.4,-0.0,-4.3,-4.3,42.4,0.0,-0.0,-0.0,0.0,-0.0,0.0,427.4,0.0,-0.4,-0.4,0.4,-0.0,0.0,0.3,0.0,-0.0,-0.0,-0.0,-0.4,-0.0,0.3
JVASP-7843,1057.7,191.6,-3.4,-0.0,-2.3,-0.0,191.6,1057.8,-3.3,0.0,2.3,-0.0,-3.4,-3.3,41.3,-0.0,0.0,-0.0,-0.0,0.0,-0.0,432.8,-0.0,-2.3,-2.3,2.3,0.0,-0.0,4.3,0.0,-0.0,-0.0,-0.0,-2.3,0.0,4.1
JVASP-8006,1083.8,38.1,38.1,-0.0,0.0,0.0,38.1,1083.8,38.1,0.0,0.0,-0.0,38.1,38.1,1083.8,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,491.6,0.0,0.0,-0.0,-0.0,-0.0,0.0,491.6,0.0,0.0,-0.0,-0.0,0.0,0.0,491.6
JVASP-8067,1189.8,100.0,16.8,-0.0,-0.0,-0.0,100.0,1189.8,16.8,0.0,0.0,-0.0,16.8,16.8,1291.6,-0.0,0.0,-0.0,-0.0,0.0,-0.0,544.9,0.0,0.0,-0.0,0.0,0.0,0.0,461.2,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,461.2
JVASP-29568,1006.6,182.4,-4.8,0.0,0.0,0.0,182.4,1006.6,-4.8,-0.0,0.0,0.0,-4.8,-4.8,37.8,-0.0,0.0,-0.0,0.0,-0.0,-0.0,412.1,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-4.6,0.0,0.0,0.0,-0.0,-0.0,0.0,-4.6
JVASP-29885,1059.5,188.9,-0.3,-0.0,-1.8,-0.0,188.9,1066.1,-6.9,0.0,1.6,0.0,-0.3,-6.9,41.7,0.0,-0.5,0.0,-0.0,0.0,0.0,431.7,-0.0,-1.0,-1.8,1.6,-0.5,-0.0,4.8,-0.0,-0.0,0.0,0.0,-1.0,-0.0,4.2
JVASP-91,1061.0,125.6,125.6,0.0,0.0,0.0,125.6,1061.0,125.6,0.0,0.0,0.0,125.6,125.6,1061.0,0.0,0.0,0.0,0.0,0.0,0.0,559.3,0.0,0.0,0.0,0.0,0.0,0.0,559.3,0.0,0.0,0.0,0.0,0.0,0.0,559.3
JVASP-29213,994.8,180.1,-4.2,-0.0,0.0,-0.0,180.1,994.8,-4.2,0.0,-0.0,0.0,-4.2,-4.2,33.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,407.3,0.0,0.0,0.0,-0.0,-0.0,0.0,-4.3,0.0,-0.0,-0.0,0.0,0.0,0.0,-4.3
JVASP-25071,994.7,180.1,-4.2,-0.0,0.0,0.0,180.1,994.7,-4.2,0.0,-0.0,-0.0,-4.2,-4.2,33.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,407.3,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-4.3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-4.3
JVASP-25055,932.5,175.0,61.7,-0.0,0.0,0.0,175.0,932.5,61.7,0.0,-0.0,-0.0,61.7,61.7,1195.3,0.0,0.0,0.0,-0.0,0.0,0.0,323.3,-0.0,-0.0,0.0,-0.0,0.0,-0.0,447.9,-0.0,0.0,-0.0,0.0,-0.0,-0.0,447.9
