Material,c11,c12,c13,c14,c15,c16,c21,c22,c23,c24,c25,c26,c31,c32,c33,c34,c35,c36,c41,c42,c43,c44,c45,c46,c51,c52,c53,c54,c55,c56,c61,c62,c63,c64,c65,c66
JVASP-138790,-6.2,27.6,41.3,0.0,-31.1,0.0,27.6,-6.2,41.3,-0.0,31.1,0.0,41.3,41.3,105.6,0.0,-0.0,0.0,0.0,-0.0,0.0,-16.9,-0.0,-31.1,-31.1,31.1,-0.0,-0.0,-117.2,-0.0,0.0,0.0,0.0,-31.1,-0.0,-117.2
JVASP-138801,331.8,132.7,132.7,-0.0,0.0,-0.0,132.7,331.8,132.7,-0.0,0.0,0.0,132.7,132.7,331.8,0.0,-0.0,-0.0,-0.0,-0.0,0.0,143.8,0.0,0.0,0.0,0.0,-0.0,0.0,143.8,0.0,-0.0,0.0,-0.0,0.0,0.0,143.8
JVASP-139452,301.4,130.4,130.4,0.0,0.0,-0.0,130.4,301.4,130.4,-0.0,0.0,-0.0,130.4,130.4,301.4,0.0,0.0,0.0,0.0,-0.0,0.0,121.3,0.0,0.0,0.0,0.0,0.0,0.0,121.3,0.0,-0.0,-0.0,0.0,0.0,0.0,121.3
JVASP-139453,248.0,39.7,64.0,-0.0,21.1,-0.0,39.7,53.2,46.7,-0.0,15.5,0.0,64.0,46.7,259.1,-0.0,67.4,0.0,-0.0,-0.0,-0.0,38.3,-0.0,32.9,21.1,15.5,67.4,-0.0,43.0,-0.0,-0.0,0.0,0.0,32.9,-0.0,76.9
JVASP-139454,-1.3,-1.8,1.2,-0.0,0.3,0.0,-1.8,4.3,1.8,0.0,-1.1,-0.0,1.2,1.8,-12.3,0.0,4.1,-0.0,-0.0,0.0,0.0,-6.5,-0.0,0.3,0.3,-1.1,4.1,-0.0,-3.7,0.0,0.0,-0.0,-0.0,0.3,0.0,-0.7
JVASP-113683,18.2,53.0,17.1,0.0,0.0,-0.0,53.0,18.2,17.1,0.0,0.0,-0.0,17.1,17.1,129.5,0.0,-0.0,-0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,-0.0,0.0,-26.4,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-26.4
JVASP-110231,235.7,97.3,82.1,-0.0,-0.5,0.0,97.3,235.7,82.1,0.0,0.5,-0.0,82.1,82.1,292.2,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,69.2,0.0,-0.5,-0.5,0.5,-0.0,0.0,58.5,-0.0,0.0,-0.0,-0.0,-0.5,-0.0,58.5
JVASP-108770,73.5,18.1,31.0,0.0,-0.0,-0.0,18.1,73.5,31.0,0.0,0.0,0.0,31.0,31.0,62.0,0.0,0.0,-0.0,0.0,0.0,0.0,15.1,0.0,0.0,-0.0,0.0,0.0,0.0,28.1,-0.0,-0.0,0.0,-0.0,0.0,-0.0,28.1
JVASP-17699,37.2,14.7,16.3,0.0,0.0,0.0,14.7,37.2,16.3,0.0,0.0,0.0,16.3,16.3,61.3,0.0,0.0,0.0,0.0,0.0,0.0,14.2,0.0,-0.0,0.0,0.0,0.0,0.0,16.3,-0.0,0.0,0.0,0.0,-0.0,-0.0,16.3
JVASP-10206,269.5,146.4,124.5,0.0,-0.0,-0.0,146.4,269.5,124.5,-0.0,-0.0,-0.0,124.5,124.5,271.2,0.0,0.0,0.0,0.0,-0.0,0.0,61.6,-0.0,0.0,0.0,0.0,0.0,-0.0,90.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,90.0
JVASP-114966,233.3,28.6,16.0,0.0,0.0,-0.0,28.6,233.3,16.0,0.0,0.0,-0.0,16.0,16.0,43.7,0.0,-0.0,0.0,0.0,0.0,0.0,-0.9,0.0,0.0,0.0,0.0,-0.0,0.0,-10.1,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-10.1
JVASP-2280,38.6,18.5,15.6,0.0,0.0,0.0,18.5,38.6,15.6,0.0,0.0,0.0,15.6,15.6,64.2,0.0,0.0,0.0,0.0,0.0,0.0,13.1,0.0,0.0,0.0,0.0,0.0,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,15.5
JVASP-8211,47.2,20.5,16.7,0.0,-0.0,0.0,20.5,47.2,16.7,0.0,-0.0,0.0,16.7,16.7,88.6,0.0,-0.0,0.0,0.0,0.0,0.0,11.7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,13.7,0.0,0.0,0.0,0.0,-0.0,0.0,13.7
JVASP-7795,132.4,73.2,60.4,0.0,-17.8,-0.0,73.2,132.3,60.5,0.0,17.8,-0.0,60.4,60.5,145.2,0.0,0.0,-0.0,0.0,0.0,0.0,29.6,-0.0,-17.8,-17.8,17.8,0.0,-0.0,17.2,0.0,-0.0,-0.0,-0.0,-17.8,0.0,17.3
JVASP-139002,217.1,5.9,16.7,0.0,0.0,0.0,5.9,217.1,16.7,0.0,0.0,0.0,16.7,16.7,56.8,0.0,0.0,0.0,0.0,0.0,0.0,-7.9,0.0,0.0,0.0,0.0,0.0,0.0,-10.1,-0.0,0.0,0.0,0.0,0.0,-0.0,-10.1
JVASP-139003,-121.3,-19.8,104.7,-0.0,15.2,0.0,-19.8,-121.3,104.7,0.0,-15.2,-0.0,104.7,104.7,-27.2,0.0,0.0,-0.0,-0.0,0.0,0.0,-50.8,0.0,15.2,15.2,-15.2,0.0,0.0,-35.8,-0.0,0.0,-0.0,-0.0,15.2,-0.0,-35.8
JVASP-75738,3.15469,0.0,1.577345,0.0,3.15469,4.732035,0.0,0.0,4.732035,0.0,0.0,4.732035,0.0,0.0,1.577345,3.15469,3.15469,4.732035,1.577345,3.15469,0.0,4.732035,0.0,3.15469,1.577345,3.15469,3.15469,1.577345,3.15469,3.15469,4.732035,3.15469,3.15469,1.577345,0.0,0.0
JVASP-114280,-82.4,66.2,9.6,-38.3,0.0,-0.0,66.2,-68.5,72.5,-36.8,0.0,0.0,9.6,72.5,-146.5,-22.1,0.0,0.0,-38.3,-36.8,-22.1,-46.0,0.0,-0.0,0.0,0.0,0.0,0.0,-69.9,-26.6,-0.0,0.0,0.0,-0.0,-26.6,-66.5
JVASP-114281,270.4,57.0,69.4,0.0,-0.0,0.0,57.0,369.0,69.6,0.0,0.0,-0.0,69.4,69.6,7.0,0.0,-0.0,0.0,0.0,0.0,0.0,-31.7,0.0,0.0,-0.0,0.0,-0.0,0.0,-101.5,-0.0,0.0,-0.0,0.0,0.0,-0.0,-34.8
JVASP-114282,-0.3,-0.5,-0.8,-0.0,-0.0,0.0,-0.5,-5.8,0.6,-0.0,2.8,-0.0,-0.8,0.6,-2.5,0.0,-1.2,0.0,-0.0,-0.0,0.0,-1.8,-0.0,0.1,-0.0,2.8,-1.2,-0.0,-3.6,0.0,0.0,-0.0,0.0,0.1,0.0,1.5
JVASP-120197,195.6,-4.6,30.4,0.0,0.0,0.0,-4.6,195.6,30.4,0.0,0.0,0.0,30.4,30.4,77.5,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,0.0,-0.0,0.0,18.2,0.0,0.0,0.0,-0.0,0.0,0.0,18.2
JVASP-121052,169.7,68.5,2.7,0.0,0.0,-0.0,68.5,169.7,2.7,0.0,0.0,-0.0,2.7,2.7,-21.3,0.0,0.0,-0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,0.0,-0.0,-0.0,-0.0,0.0,0.0,16.4
JVASP-121053,42.6,21.2,34.4,0.0,0.0,-0.0,21.2,48.5,26.2,-0.0,0.0,-0.0,34.4,26.2,39.3,-0.0,0.0,0.0,-0.0,0.0,0.0,-5.2,0.0,-0.0,0.0,0.0,0.0,0.0,-71.8,0.0,-0.0,-0.0,0.0,-0.0,0.0,-19.4
JVASP-34292,38.1,19.0,9.7,-0.0,-0.0,0.0,19.0,42.7,10.9,-0.0,-0.0,-0.0,9.7,10.9,39.3,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,24.5,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,39.6,-0.0,0.0,0.0,-0.0,0.0,-0.0,42.1
JVASP-9381,228.1,104.1,125.6,-0.0,10.9,-0.0,104.1,228.1,125.6,0.0,-10.9,-0.0,125.6,125.6,276.2,0.0,0.0,0.0,-0.0,0.0,0.0,62.0,-0.0,10.9,10.9,-10.9,0.0,-0.0,61.2,-0.0,-0.0,-0.0,0.0,10.9,-0.0,61.2
JVASP-53194,53.9,-6.2,24.7,-1.2,0.0,-0.0,-6.2,53.9,24.7,1.2,-0.0,0.0,24.7,24.7,58.1,0.0,-0.0,0.0,-1.2,1.2,0.0,16.3,0.0,-0.0,0.0,0.0,-0.0,-0.0,21.8,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,21.8
JVASP-9580,65.8,23.8,27.4,0.0,-1.8,-0.0,23.8,65.8,27.4,0.0,1.8,-0.0,27.4,27.4,105.1,-0.0,0.0,0.0,0.0,0.0,-0.0,21.0,0.0,-1.8,-1.8,1.8,0.0,0.0,34.9,-0.0,-0.0,-0.0,-0.0,-1.8,-0.0,34.9
JVASP-35727,83.3,21.4,33.7,0.0,-0.0,-0.0,21.4,83.3,33.7,0.0,0.0,0.0,33.7,33.7,70.6,0.0,-0.0,0.0,0.0,0.0,0.0,17.7,0.0,0.0,-0.0,0.0,-0.0,0.0,29.5,0.0,-0.0,0.0,0.0,0.0,-0.0,29.5
JVASP-61798,53.6,23.7,24.9,0.0,3.1,0.0,23.7,53.6,24.9,0.0,-3.1,0.0,24.9,24.9,97.2,-0.0,0.0,0.0,0.0,0.0,-0.0,15.0,-0.0,3.1,3.1,-3.1,-0.0,0.0,24.9,-0.0,0.0,0.0,0.0,3.1,-0.0,24.9
JVASP-9574,54.1,24.1,25.4,-0.0,3.1,0.0,24.1,54.1,25.4,0.0,-3.1,0.0,25.4,25.4,97.3,0.0,0.0,-0.0,-0.0,-0.0,0.0,15.0,0.0,3.1,3.1,-3.1,0.0,0.0,25.0,-0.0,0.0,0.0,-0.0,3.1,-0.0,25.0
JVASP-137168,30.2,40.4,102.4,0.0,-0.0,-0.0,40.4,158.6,129.6,0.0,0.0,-0.0,102.4,129.6,86.5,-0.0,0.0,-0.0,0.0,0.0,-0.0,-1.7,0.0,-0.0,-0.0,-0.0,0.0,0.0,-138.4,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-176.0
JVASP-137170,306.5,109.6,109.6,-0.0,-0.0,-0.0,109.6,306.5,109.6,-0.0,-0.0,0.0,109.6,109.6,306.5,0.0,0.0,-0.0,-0.0,-0.0,0.0,70.0,0.0,0.0,-0.0,-0.0,0.0,0.0,70.0,0.0,-0.0,0.0,-0.0,0.0,0.0,70.0
JVASP-139674,-3.3,-0.4,-0.7,-0.0,0.1,0.0,-0.4,0.4,3.5,0.0,-1.3,-0.0,-0.7,3.5,-14.9,-0.0,2.1,0.0,-0.0,0.0,-0.0,-7.2,-0.0,0.8,0.1,-1.3,2.1,-0.0,-2.0,0.0,0.0,-0.0,0.0,0.8,0.0,-1.9
JVASP-139675,89.9,-0.5,-0.5,0.0,-0.0,-0.0,-0.5,89.9,-0.5,0.0,-0.0,-0.0,-0.5,-0.5,47.3,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,-0.0,-0.0,0.0,0.0,-2.1,0.0,-0.0,-0.0,0.0,0.0,0.0,-2.1
JVASP-139676,-22.3,55.3,23.9,1.0,0.0,-0.0,55.3,-135.0,6.9,-3.6,0.0,-0.0,23.9,6.9,-71.0,-29.4,0.0,-0.0,1.0,-3.6,-29.4,-53.6,0.0,-0.0,0.0,0.0,0.0,-0.0,-119.2,27.7,-0.0,-0.0,-0.0,-0.0,27.7,-97.0
JVASP-101719,212.4,65.5,143.4,0.0,0.0,-0.0,65.5,347.9,278.2,-0.0,0.0,0.0,143.4,278.2,258.3,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-208.7,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-530.3,0.0,-0.0,0.0,-0.0,-0.0,0.0,-14.3
JVASP-25790,55.0,1.8,9.1,-0.0,-0.0,-0.0,1.8,55.0,9.1,-0.0,0.0,-0.0,9.1,9.1,92.8,-0.0,0.0,-0.0,-0.0,-0.0,0.0,13.1,0.0,0.0,-0.0,0.0,0.0,0.0,15.4,0.0,-0.0,-0.0,-0.0,-0.0,0.0,15.4
JVASP-115669,120.3,48.5,48.5,-0.0,-0.0,0.0,48.5,120.3,48.5,-0.0,-0.0,0.0,48.5,48.5,120.3,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,27.6,0.0,0.0,-0.0,-0.0,-0.0,0.0,27.6,0.0,0.0,0.0,0.0,0.0,0.0,27.6
JVASP-8569,304.0,121.1,121.1,0.0,-0.0,-0.0,121.1,304.0,121.1,-0.0,0.0,0.0,121.1,121.1,304.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,98.0,0.0,0.0,-0.0,0.0,0.0,0.0,98.0,0.0,-0.0,0.0,-0.0,0.0,0.0,98.0
JVASP-115665,48.3,6.2,1.9,0.0,0.0,0.0,6.2,48.3,1.9,0.0,0.0,0.0,1.9,1.9,97.4,0.0,-0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-0.0,0.0,-2.2,0.0,0.0,0.0,0.0,0.0,0.0,-2.2
JVASP-115666,26.6,21.3,37.9,-0.0,-22.0,-0.0,21.3,26.6,37.9,-0.0,22.0,-0.0,37.9,37.9,74.9,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,2.7,0.0,-22.0,-22.0,22.0,-0.0,0.0,-34.6,0.0,-0.0,-0.0,0.0,-22.0,0.0,-34.6
JVASP-115668,-1637.0,-111.5,941.2,0.0,-0.0,0.0,-111.5,201.0,102.1,0.0,-0.0,0.0,941.2,102.1,-289.6,0.0,0.0,-0.0,0.0,0.0,0.0,-51.6,0.0,0.0,-0.0,-0.0,0.0,0.0,-64.7,-0.0,0.0,0.0,-0.0,0.0,-0.0,-82.3
JVASP-12912,54.8,13.0,11.7,-0.0,0.0,0.0,13.0,54.8,11.7,0.0,-0.0,0.0,11.7,11.7,42.5,0.0,0.0,-0.0,-0.0,0.0,0.0,10.8,0.0,0.0,-0.0,0.0,0.0,0.0,18.5,-0.0,0.0,0.0,-0.0,0.0,0.0,18.5
JVASP-12741,61.9,14.9,15.8,-0.0,0.0,0.0,14.9,61.9,15.8,0.0,0.0,-0.0,15.8,15.8,54.8,0.0,-0.0,0.0,-0.0,0.0,0.0,15.8,0.0,0.0,0.0,0.0,-0.0,0.0,22.3,-0.0,0.0,-0.0,0.0,0.0,-0.0,22.3
JVASP-12968,244.8,159.2,134.6,-0.0,-0.0,-0.0,159.2,244.8,134.6,0.0,0.0,0.0,134.6,134.6,414.8,-0.0,0.0,-0.0,-0.0,0.0,-0.0,184.8,-0.0,0.0,-0.0,0.0,0.0,-0.0,101.5,-0.0,-0.0,0.0,-0.0,0.0,-0.0,101.5
JVASP-8552,36.0,17.0,14.8,-0.0,-0.0,0.0,17.0,36.0,14.8,-0.0,-0.0,0.0,14.8,14.8,56.6,-0.0,-0.0,0.0,-0.0,0.0,-0.0,13.3,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,14.0
JVASP-8518,43.8,17.8,16.1,0.0,-0.0,-0.0,17.8,43.8,16.1,0.0,-0.0,-0.0,16.1,16.1,75.2,0.0,-0.0,-0.0,0.0,-0.0,0.0,11.4,0.0,0.0,-0.0,-0.0,-0.0,0.0,11.9,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,11.9
JVASP-8539,85.0,36.2,34.5,0.0,-6.5,0.0,36.2,85.0,34.5,-0.0,6.5,-0.0,34.5,34.5,79.2,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,24.4,0.0,-6.5,-6.5,6.5,-0.0,0.0,25.6,0.0,0.0,-0.0,-0.0,-6.5,0.0,25.6
JVASP-7939,83.6,37.3,32.7,-0.0,-0.0,0.0,37.3,83.6,32.7,0.0,0.0,0.0,32.7,32.7,82.4,0.0,0.0,0.0,-0.0,0.0,0.0,23.1,0.0,0.0,-0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
JVASP-115149,17.5,42.6,1.4,0.0,0.0,0.0,42.6,17.5,1.4,0.0,0.0,0.0,1.4,1.4,45.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,-0.0,0.0,0.0,0.0,0.0,-0.0,-1.4
JVASP-150032,90.0,34.5,24.6,0.0,-0.0,0.0,34.5,90.0,24.6,-0.0,0.0,-0.0,24.6,24.6,94.3,0.0,0.0,-0.0,0.0,-0.0,0.0,27.8,-0.0,0.0,-0.0,0.0,0.0,-0.0,1.6,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.6
JVASP-150059,19.3,18.6,34.0,-4.0,3.1,-0.7,18.6,20.0,23.4,-4.5,-1.8,-1.2,34.0,23.4,-5.8,11.3,-6.1,-1.7,-4.0,-4.5,11.3,-24.3,1.6,-10.3,3.1,-1.8,-6.1,1.6,-2.0,1.1,-0.7,-1.2,-1.7,-10.3,1.1,-22.4
JVASP-149844,19.2,18.6,34.0,-4.0,3.1,-0.7,18.6,20.0,23.4,-4.5,-1.8,-1.2,34.0,23.4,-5.9,11.3,-6.1,-1.7,-4.0,-4.5,11.3,-24.4,1.6,-10.3,3.1,-1.8,-6.1,1.6,-2.0,1.1,-0.7,-1.2,-1.7,-10.3,1.1,-22.4
JVASP-115147,68.0,13.9,12.6,0.0,-0.0,0.0,13.9,68.0,12.6,0.0,-0.0,0.0,12.6,12.6,96.7,0.0,-0.0,0.0,0.0,0.0,0.0,8.8,0.0,0.0,-0.0,-0.0,-0.0,0.0,-2.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-2.0
JVASP-9706,165.9,108.1,108.5,-0.0,-22.7,-0.0,108.1,214.4,108.6,0.0,-13.3,0.0,108.5,108.6,202.8,-0.0,-5.9,0.0,-0.0,0.0,-0.0,45.0,-0.0,-5.1,-22.7,-13.3,-5.9,-0.0,52.4,0.0,-0.0,0.0,0.0,-5.1,0.0,62.7
JVASP-22635,70.2,23.5,10.5,0.0,-0.0,-1.9,23.5,70.2,10.5,0.0,0.0,1.9,10.5,10.5,28.5,0.0,0.0,0.0,0.0,0.0,0.0,23.4,1.9,-0.0,-0.0,0.0,0.0,1.9,7.8,0.0,-1.9,1.9,0.0,-0.0,0.0,7.8
JVASP-9142,216.2,103.3,132.8,0.0,-27.8,0.0,103.3,268.1,121.0,-0.0,-5.4,0.0,132.8,121.0,230.9,-0.0,-12.0,0.0,0.0,-0.0,-0.0,48.0,0.0,-0.8,-27.8,-5.4,-12.0,0.0,72.0,0.0,0.0,-0.0,0.0,-0.8,0.0,87.9
JVASP-91736,24.0,36.3,18.9,-0.0,-0.0,0.0,36.3,24.0,18.9,-0.0,0.0,0.0,18.9,18.9,81.3,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.3,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-6.2,0.0,0.0,0.0,0.0,-0.0,0.0,-6.2
JVASP-136862,206.1,196.5,10.1,-0.0,0.0,0.0,196.5,206.1,10.1,0.0,-0.0,0.0,10.1,10.1,18.4,-0.0,0.0,0.0,-0.0,0.0,-0.0,4.8,0.0,0.0,0.0,-0.0,0.0,0.0,-10.2,0.0,0.0,0.0,0.0,0.0,0.0,-10.2
JVASP-3465,40.2,9.2,23.5,0.4,0.0,0.0,9.2,40.2,23.5,-0.3,0.0,0.0,23.5,23.5,37.6,0.0,0.0,0.0,0.4,-0.3,0.0,13.5,0.0,-0.0,0.0,0.0,0.0,0.0,21.6,0.0,0.0,0.0,0.0,-0.0,0.0,21.8
JVASP-10140,246.6,65.4,82.5,-0.0,-0.0,0.0,65.4,119.1,46.8,-0.0,-0.0,0.0,82.5,46.8,154.8,-0.0,0.0,0.0,-0.0,-0.0,-0.0,42.9,0.0,0.0,-0.0,0.0,-0.0,0.0,58.4,0.0,0.0,0.0,0.0,0.0,0.0,69.1
JVASP-153711,152.4,56.0,55.2,-2.1,7.8,-3.2,56.0,206.5,45.7,-3.8,12.6,-0.2,55.2,45.7,135.1,11.0,16.1,0.6,-2.1,-3.8,11.0,38.8,-5.8,7.6,7.8,12.6,16.1,-5.8,43.4,5.3,-3.2,-0.2,0.6,7.6,5.3,50.4
JVASP-107331,46.9,36.9,34.8,0.0,-0.0,0.0,36.9,46.9,34.8,0.0,0.0,-0.0,34.8,34.8,44.6,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,-0.0,0.0,0.0,0.0,6.5,-0.0,0.0,-0.0,0.0,0.0,-0.0,6.5
JVASP-116209,-4.4,0.8,0.5,-0.0,0.0,0.0,0.8,6.4,3.3,-0.0,-1.5,0.0,0.5,3.3,-4.1,-0.0,2.6,0.0,-0.0,-0.0,-0.0,-1.1,-0.0,-0.4,0.0,-1.5,2.6,-0.0,2.1,0.0,0.0,0.0,0.0,-0.4,0.0,-1.7
JVASP-151676,88.6,24.5,22.6,0.0,2.0,-0.0,24.5,65.6,24.8,-0.0,9.3,0.0,22.6,24.8,65.3,0.0,10.5,-0.0,0.0,-0.0,0.0,20.7,-0.0,3.4,2.0,9.3,10.5,-0.0,15.0,0.0,-0.0,0.0,-0.0,3.4,0.0,24.2
JVASP-57101,211.1,102.0,103.1,-0.0,0.0,0.0,102.0,230.6,113.7,-0.0,0.0,0.0,103.1,113.7,191.5,0.0,0.0,0.0,0.0,-0.0,0.0,44.3,0.0,0.0,-0.0,0.0,0.0,0.0,66.2,0.0,0.0,0.0,0.0,0.0,0.0,63.7
JVASP-136029,268.9,82.4,82.4,-0.0,-0.0,-0.0,82.4,268.9,82.4,-0.0,-0.0,0.0,82.4,82.4,268.9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,41.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,41.0,0.0,-0.0,0.0,-0.0,0.0,0.0,41.0
JVASP-1065,51.5,21.1,20.0,0.0,0.0,0.0,21.1,51.5,20.0,0.0,0.0,0.0,20.0,20.0,44.3,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,0.0,0.0,0.0,0.0,0.0,0.0,17.1
JVASP-9377,51.6,20.4,21.3,-0.0,0.0,0.0,20.4,51.6,21.3,0.0,-0.0,0.0,21.3,21.3,42.3,0.0,0.0,0.0,0.0,0.0,-0.0,15.7,0.0,0.0,0.0,-0.0,-0.0,0.0,18.1,-0.0,0.0,0.0,0.0,-0.0,-0.0,18.1
JVASP-136730,99.9,3.9,8.0,0.0,0.0,0.0,3.9,99.9,8.0,0.0,0.0,0.0,8.0,8.0,70.5,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,-2.7,0.0,0.0,0.0,0.0,0.0,0.0,-2.7
JVASP-11171,43.6,8.6,11.3,-1.8,-1.6,-0.7,8.6,32.0,14.5,2.5,-7.2,-0.5,11.3,14.5,40.1,1.9,3.4,4.3,-1.8,2.5,1.9,2.7,-0.4,0.4,-1.6,-7.2,3.4,-0.4,11.1,0.8,-0.7,-0.5,4.3,0.4,0.8,5.1
JVASP-10107,42.3,8.7,12.0,-1.4,-1.2,-1.0,8.7,33.1,16.0,2.5,-7.7,0.7,12.0,16.0,44.2,2.3,2.6,3.6,-1.4,2.5,2.3,2.8,-0.6,-0.1,-1.2,-7.7,2.6,-0.6,12.3,0.7,-1.0,0.7,3.6,-0.1,0.7,6.6
JVASP-115049,71.8,36.6,33.9,0.0,-0.0,0.0,36.6,71.8,33.9,0.0,-0.0,0.0,33.9,33.9,72.7,0.0,-0.0,0.0,0.0,0.0,0.0,26.8,0.0,0.0,-0.0,-0.0,-0.0,0.0,12.7,-0.0,0.0,0.0,0.0,0.0,-0.0,12.7
JVASP-115050,56.5,17.1,10.2,0.0,0.0,-0.0,17.1,56.5,10.2,0.0,0.0,-0.0,10.2,10.2,79.4,0.0,-0.0,-0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,-0.0,0.0,-3.7,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-3.7
JVASP-91346,2.121995791e-314,2.75859452885e-313,5.3049894786e-313,2.121995791e-314,2.75859452885e-313,5.3049894786e-313,6.365987374e-314,3.18299368714e-313,5.7293886369e-313,6.365987374e-314,3.18299368714e-313,5.7293886369e-313,1.0609978957e-313,3.60739284543e-313,6.1537877952e-313,1.0609978957e-313,3.60739284543e-313,6.1537877952e-313,1.48539705397e-313,4.0317920037e-313,6.57818695347e-313,1.48539705397e-313,4.0317920037e-313,6.57818695347e-313,1.90979621226e-313,4.456191162e-313,7.00258611177e-313,1.90979621226e-313,4.456191162e-313,7.00258611177e-313,2.33419537056e-313,4.8805903203e-313,7.42698527006e-313,2.33419537056e-313,4.8805903203e-313,7.42698527006e-313
JVASP-11170,44.8,7.4,10.4,-1.4,-1.1,-1.2,7.4,33.6,14.3,1.9,-7.8,0.3,10.4,14.3,42.1,2.0,3.2,3.8,-1.4,1.9,2.0,3.0,-0.4,-0.3,-1.1,-7.8,3.2,-0.4,11.6,0.7,-1.2,0.3,3.8,-0.3,0.7,5.9
JVASP-10250,30.0,12.6,15.1,-0.0,-3.2,-0.0,12.6,26.7,20.2,-0.0,-0.1,-0.0,15.1,20.2,29.2,-0.0,-1.6,-0.0,-0.0,-0.0,0.0,5.8,0.0,-1.7,-3.2,-0.1,-1.6,0.0,8.1,0.0,-0.0,0.0,0.0,-1.7,-0.0,10.9
JVASP-10215,42.9,8.7,11.7,-1.1,-1.3,-1.4,8.7,34.2,15.1,1.8,-8.0,1.1,11.7,15.1,45.0,2.5,2.5,3.1,-1.1,1.8,2.5,3.2,-0.5,-0.6,-1.3,-8.0,2.5,-0.5,12.4,0.4,-1.4,1.1,3.1,-0.6,0.4,7.2
JVASP-117927,-6.1,304.4,118.1,0.0,0.0,-0.0,304.4,-6.1,118.1,0.0,-0.0,0.0,118.1,118.1,247.6,0.0,-0.0,0.0,0.0,0.0,0.0,-51.9,0.0,0.0,0.0,-0.0,-0.0,0.0,17.5,0.0,-0.0,0.0,0.0,0.0,0.0,17.5
JVASP-91452,39.3,13.6,22.3,0.0,-9.4,0.0,13.6,28.3,17.4,0.0,4.9,0.0,22.3,17.4,34.9,0.0,-5.4,0.0,0.0,0.0,0.0,11.2,0.0,-1.0,-9.4,4.9,-5.4,0.0,15.1,0.0,0.0,0.0,0.0,-1.0,0.0,4.8
JVASP-53082,36.8,15.9,14.8,-1.1,2.6,-1.0,15.9,45.0,23.4,0.7,3.7,3.6,14.8,23.4,42.7,3.1,2.1,-0.6,-1.1,0.7,3.1,5.8,1.9,-1.6,2.6,3.7,2.1,1.9,14.3,1.2,-1.0,3.6,-0.6,-1.6,1.2,6.1
JVASP-9600,42.0,19.5,18.7,0.0,-0.1,-0.0,19.5,42.0,18.7,0.0,0.1,0.0,18.7,18.7,44.6,0.0,-0.0,0.0,0.0,0.0,0.0,11.3,0.0,-0.1,-0.1,0.1,-0.0,0.0,8.7,0.0,0.0,0.0,0.0,-0.1,0.0,8.7
JVASP-139498,38.5,2.3,-5.7,0.0,-0.0,0.0,2.3,38.5,-5.7,0.0,-0.0,0.0,-5.7,-5.7,75.8,0.0,0.0,-0.0,0.0,0.0,0.0,-2.5,0.0,0.0,-0.0,-0.0,0.0,0.0,-5.5,0.0,0.0,0.0,-0.0,0.0,0.0,-5.5
