Material,c11,c12,c13,c14,c15,c16,c21,c22,c23,c24,c25,c26,c31,c32,c33,c34,c35,c36,c41,c42,c43,c44,c45,c46,c51,c52,c53,c54,c55,c56,c61,c62,c63,c64,c65,c66,Bulk Modulus (K),Shear Modulus (G),Young Modulus (E),Poisson's Ratio (v)
JVASP-151998,590.4,196.2,170.4,-66.2,0,0,196.2,590.4,170.4,66.2,0,0,170.4,170.4,849.8,0,0,0,-66.2,66.2,0,-181,0,0,0,0,0,0,188.3,0,0,0,0,0,0,188.3,344.9555556,138.6933333,366.9069521,0.322727428
JVASP-152846,887.8,144.1,166.3,0,0,0,144.1,887.8,166.3,0,0,0,166.3,166.3,866.1,0,0,0,0,0,0,470.3,0,0,0,0,0,0,469.5,0,0,0,0,0,0,469.5,399.4555556,426.1933333,943.1523937,0.106484217
JVASP-136235,291.5,8,1.3,0,0,0,8,59.1,-0.8,0,0,0,1.3,-0.8,50.8,0,0,0,0,0,0,4.4,0,0,0,0,0,0,-8.1,0,0,0,0,0,0,4.5,46.48888889,26.35333333,66.49520363,0.261608974
JVASP-138405,68.6,4.7,-1.5,0,0,0,4.7,68.6,-1.5,0,0,0,-1.5,-1.5,47.1,0,0,0,0,0,0,2.5,0,0,0,0,0,0,-5.8,0,0,0,0,0,0,-5.8,20.85555556,10.35333333,26.65003657,0.287026879
JVASP-120368,73.3,23.1,8.3,0.4,3,0.2,23.1,30,22.3,0.3,5.6,0,8.3,22.3,122.4,0.5,30.2,0.3,0.4,0.3,0.5,20.4,0,0.7,3,5.6,30.2,0,18,0.2,0.2,0,0.3,0.7,0.2,11.9,37.01111111,21.52666667,54.09273285,0.256412191
JVASP-120369,102.6,-10.6,-3.9,0,0,0,-10.6,59.7,-25.5,0,0,0,-3.9,-25.5,279.1,0,0,0,0,0,0,-2.1,0,0,0,0,0,0,18.4,0,0,0,0,0,0,11.1,40.15555556,37.57333333,85.92130262,0.143381422
JVASP-120370,219.9,91.8,1.8,0,0,0,91.8,219.9,1.8,0,0,0,1.8,1.8,266.8,0,0,0,0,0,0,23.6,0,0,0,0,0,0,55.8,0,0,0,0,0,0,55.8,99.71111111,67.78666667,165.7902395,0.222882372
JVASP-120372,1014.5,-29.6,111.9,0,0,0,-29.6,138.1,44.2,0,0,0,111.9,44.2,20.7,0,0,0,0,0,0,16.6,0,0,0,0,0,0,4.8,0,0,0,0,0,0,-35.7,158.4777778,66.92666667,176.0039543,0.314901541
JVASP-120374,229.7,6.4,6.9,0,0,0,6.4,46.7,-2.5,0,0,0,6.9,-2.5,48.6,0,0,0,0,0,0,1.8,0,0,0,0,0,0,-8.8,0,0,0,0,0,0,4,38.51111111,20.34666667,51.89987244,0.27539005
JVASP-138216,41.7,29.2,92.9,0,20.3,0,29.2,46.2,70.5,0,-16.2,0,92.9,70.5,238.9,0,45,0,0,0,0,-13,0,-12.6,20.3,-16.2,45,0,11.9,0,0,0,0,-12.6,0,-186.3,79.11111111,-28.53333333,-97.29757344,0.704980843
JVASP-148931,-23.2,-3.4,78.3,0,0,0,-3.4,2.1,2.1,0,0,0,78.3,2.1,-26.6,0,0,0,0,0,0,-56.1,0,0,0,0,0,0,-1.4,0,0,0,0,0,0,23.8,11.81111111,-15.05333333,-78.51665031,1.60794897
JVASP-4388,12.4,3.9,8.5,0,0,0,3.9,11.5,6.5,0,0,0,8.5,6.5,8.4,0,0,0,0,0,0,2.9,0,0,0,0,0,0,4.1,0,0,0,0,0,0,9.3,7.788888889,4.153333333,10.57953004,0.273619186
JVASP-117942,-54.7,273.8,6.5,0,0,0,273.8,-54.7,6.5,0,0,0,6.5,6.5,44,0,0,0,0,0,0,-164.3,0,0,0,0,0,0,11.6,0,0,0,0,0,0,11.6,56.46666667,-51.7,-223.2280374,1.158878505
JVASP-117944,-0.4,-0.2,2.3,0,-0.6,0,-0.2,-12.7,-2.1,0,3.4,0,2.3,-2.1,-10.6,0,-3.2,0,0,0,0,-4.6,0,0.3,-0.6,3.4,-3.2,0,-3.6,0,0,0,0,0.3,0,0,-2.633333333,-3.22,-6.862769784,0.065647482
JVASP-117945,397.2,214.6,-3.5,0,0,0,214.6,397.2,-3.5,0,0,0,-3.5,-3.5,36.7,0,0,0,0,0,0,295.8,0,0,0,0,0,0,-20.1,0,0,0,0,0,0,-20.1,138.4777778,92.68666667,227.3388032,0.226383531
JVASP-117947,536.9,-167,6.4,0,0,0,-167,536.9,6.4,0,0,0,6.4,6.4,64.2,0,0,0,0,0,0,127.5,0,0,0,0,0,0,6.2,0,0,0,0,0,0,6.2,92.17777778,114.1266667,242.3577604,0.061792863
JVASP-117941,3.3,-1.2,-2.5,0,0,0,-1.2,5.6,-0.9,0,0,0,-2.5,-0.9,11.4,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1.6,0,0,0,0,0,0,-2,1.233333333,0.74,1.85,0.25
JVASP-117948,-4.4,-1.8,5.1,0,0.6,0,-1.8,-3.2,-0.6,0,-0.6,0,5.1,-0.6,-0.1,0,-0.7,0,0,0,0,-2.4,0,0.2,0.6,-0.6,-0.7,0,-0.2,0,0,0,0,0.2,0,0,-0.255555556,-1.213333333,-1.409427609,-0.419191919
JVASP-94296,314.2,-16.6,128.3,0,0,0,-16.6,314.2,128.3,0,0,0,128.3,128.3,314.3,0,0,0,0,0,0,108.8,0,0,0,0,0,0,174.1,0,0,0,0,0,0,174.1,158.0777778,138.2466667,321.1264575,0.161425679
JVASP-94314,18.2,4.4,9.3,0,0,0,4.4,18,6.9,0,0,0,9.3,6.9,18.4,0,0,0,0,0,0,2,0,0,0,0,0,0,5.1,0,0,0,0,0,0,15.1,10.64444444,6.706666667,16.62781228,0.239648033
JVASP-22523,16,8.8,8.8,0,0,0,8.8,16,8.8,0,0,0,8.8,8.8,16,0,0,0,0,0,0,6.6,0,0,0,0,0,0,6.6,0,0,0,0,0,0,6.6,11.2,5.4,13.95692308,0.292307692
JVASP-23369,16,8.8,8.8,0,0,0,8.8,16,8.8,0,0,0,8.8,8.8,16,0,0,0,0,0,0,6.6,0,0,0,0,0,0,6.6,0,0,0,0,0,0,6.6,11.2,5.4,13.95692308,0.292307692
JVASP-58288,11.7,8.7,9.4,0,0,0,8.7,11.7,9.4,0,0,0,9.4,9.4,15.5,0,0,0,0,0,0,10.2,0,0,0,0,0,0,9.4,0,0,0,0,0,0,9.4,10.43333333,6.56,16.27004754,0.240095087
JVASP-33885,270.1,6.3,6.2,0,3.9,0,6.3,25.3,16.6,0,1.4,0,6.2,16.6,21.7,0,0.8,0,0,0,0,2.5,0,0.3,3.9,1.4,0.8,0,11.3,0,0,0,0,0.3,0,5.1,41.7,22.98,58.24145057,0.267220421
JVASP-111410,12,8.1,10,0,0,0,8.1,12,10,0,0,0,10,10,15.8,0,0,0,0,0,0,10.5,0,0,0,0,0,0,9.8,0,0,0,0,0,0,9.8,10.66666667,6.8,16.82474227,0.237113402
JVASP-138385,816.3,-3.1,86.5,1.7,-7.4,0,-3.1,74.7,22.6,-5.1,3.5,1.6,86.5,22.6,1067.1,3.4,-129.4,1.2,1.7,-5.1,3.4,13.4,1.8,-32.4,-7.4,3.5,-129.4,1.8,21.5,1.4,0,1.6,1.2,-32.4,1.4,246,241.1222222,179.6533333,431.7353975,0.201579146
JVASP-138388,348.1,21.6,58.7,5.7,-18.1,-5,21.6,173.3,56.7,17.8,5.8,-12.8,58.7,56.7,152.1,4.5,-34.2,-38,5.7,17.8,4.5,-14.9,-4.8,-14,-18.1,5.8,-34.2,-4.8,47,9.1,-5,-12.8,-38,-14,9.1,24.9,105.2777778,47.16666667,123.1140955,0.305096419
JVASP-138390,223.6,5.8,-15.9,0,0.1,0,5.8,979.5,163.2,0,4.7,0,-15.9,163.2,1472.3,0,0,0,0,0,0,-12.6,0,-4.4,0.1,4.7,0,0,304.9,0,0,0,0,-4.4,0,-6.2,331.2888889,225.3733333,551.1409818,0.222728913
JVASP-138391,-900.1,123.8,-76.7,0,-14.2,0,123.8,8.1,58.4,0,0.5,0,-76.7,58.4,-91,0,0.1,0,0,0,0,-549.3,0,23.8,-14.2,0.5,0.1,0,-145.1,0,0,0,0,23.8,0,32.8,-85.77777778,-204.8866667,-342.2017798,-0.164899831
JVASP-138392,603.4,52.7,-26.8,0,0,0,52.7,603.4,-26.8,0,0,0,-26.8,-26.8,202.8,0,0,0,0,0,0,92.4,0,0,0,0,0,0,84.5,0,0,0,0,0,0,84.5,156.4222222,146.3133333,334.6111158,0.143474447
JVASP-138395,346.5,-4,-4.6,0,2.1,0,-4,196.9,302.4,0,-34.2,0,-4.6,302.4,297.2,0,-59.1,0,0,0,0,-45,0,2,2.1,-34.2,-59.1,0,219.8,0,0,0,0,2,0,-54,158.6888889,60.61333333,161.3027552,0.33058806
JVASP-138396,12.3,-0.8,-1,0,0,0,-0.8,18.9,-0.5,0,0,0,-1,-0.5,11.4,0,0,0,0,0,0,-0.9,0,0,0,0,0,0,-0.2,0,0,0,0,0,0,-0.7,4.222222222,2.633333333,6.540305011,0.241830065
JVASP-138398,6.2,5.7,4.4,0,0,0,5.7,6.2,4.4,0,0,0,4.4,4.4,6.7,0,0,0,0,0,0,6.7,0,0,0,0,0,0,3.2,0,0,0,0,0,0,3.2,5.344444444,2.926666667,7.424718706,0.268459916
JVASP-152293,16.8,8,13.4,0,0,0,8,16.8,13.4,0,0,0,13.4,13.4,18.8,0,0,0,0,0,0,13.2,0,0,0,0,0,0,12.2,0,0,0,0,0,0,12.2,13.55555556,8.693333333,21.48676391,0.235818476
JVASP-149172,15.8,11.4,10.9,0,0,0,11.4,16.3,10.9,0,0,0,10.9,10.9,20.8,0,0,0,0,0,0,12.1,0,0,0,0,0,0,11.1,0,0,0,0,0,0,11.2,13.25555556,8.193333333,20.38083125,0.243744787
JVASP-152488,17.3,7.5,14,0,0,0,7.5,17.3,14,0,0,0,14,14,17.5,0,0,0,0,0,0,14.3,0,0,0,0,0,0,12.1,0,0,0,0,0,0,12.1,13.67777778,8.806666667,21.75161851,0.234951846
JVASP-7903,828.6,27.8,13.8,0,0,0,27.8,189.5,40.2,0,0,0,13.8,40.2,278.3,0,0,0,0,0,0,118.6,0,0,0,0,0,0,74,0,0,0,0,0,0,100.6,162.2222222,139.6133333,325.4701837,0.165612825
JVASP-22634,198.1,99.9,116.7,0,12.1,0,99.9,292.1,82.5,0,40.8,0,116.7,82.5,219.1,0,23.5,0,0,0,0,104.5,0,32.2,12.1,40.8,23.5,0,116.5,0,0,0,0,32.2,0,105.9,145.2777778,92.72666667,229.3781532,0.236851067
JVASP-133802,-41.6,335.9,58.4,0,0,0,335.9,-41.6,58.4,0,0,0,58.4,58.4,283.9,0,0,0,0,0,0,-188.8,0,0,0,0,0,0,68.3,0,0,0,0,0,0,68.3,122.9,-27.24,-88.23921982,0.619662625
JVASP-133810,12.2,-3,-0.1,0,0,0,-3,22.6,0,0,0,0,-0.1,0,-3.7,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,-3.5,0,0,0,0,0,0,0.1,2.766666667,1.5,3.81122449,0.270408163
JVASP-115424,264.4,3.4,13.6,1.4,4.5,2.3,3.4,92.6,36.7,-1,0.4,0.2,13.6,36.7,51.4,-1.2,-5.4,0,1.4,-1,-1.2,17.6,-0.5,-5.8,4.5,0.4,-5.4,-0.5,32,0.6,2.3,0.2,0,-5.8,0.6,8.7,57.31111111,35.30666667,87.87482468,0.244450878
JVASP-116440,78.8,19.3,14.9,-4.1,2.2,-0.3,19.3,75.8,22.9,3.2,-1.8,3.4,14.9,22.9,36.3,-5.9,-3.8,-3.1,-4.1,3.2,-5.9,22.5,-2.3,-0.1,2.2,-1.8,-3.8,-2.3,21.1,-11,-0.3,3.4,-3.1,-0.1,-11,4.2,33.9,18.48,46.91502746,0.269345981
JVASP-116441,158.9,2,5.9,0,0,0,2,241.8,64.3,0,0,0,5.9,64.3,211.4,0,0,0,0,0,0,16.2,0,0,0,0,0,0,65.9,0,0,0,0,0,0,-39.3,84.05555556,44.55333333,113.5905792,0.274770828
JVASP-116445,73.9,26.1,3.7,0,0,0,26.1,73.9,3.7,0,0,0,3.7,3.7,77.1,0,0,0,0,0,0,0.8,0,0,0,0,0,0,-4.3,0,0,0,0,0,0,-4.3,32.43333333,11.2,30.1316129,0.34516129
JVASP-116449,98.9,8.7,-19.7,0,0,0,8.7,87.2,-14.4,0,0,0,-19.7,-14.4,828.3,0,0,0,0,0,0,-0.1,0,0,0,0,0,0,12.3,0,0,0,0,0,0,-55.6,107.0666667,60.64,153.0292898,0.261785041
JVASP-102243,79.9,-6.2,5.7,0,0,0,-6.2,54.8,3.6,0,0,0,5.7,3.6,32.9,0,0,0,0,0,0,47.7,0,0,0,0,0,0,0.6,0,0,0,0,0,0,2.6,19.31111111,21.14666667,46.47560277,0.098887203
JVASP-8241,299.3,34.3,34.3,0,0,0,34.3,299.3,34.3,0,0,0,34.3,34.3,299.3,0,0,0,0,0,0,-34.6,0,0,0,0,0,0,-34.6,0,0,0,0,0,0,-34.6,122.6333333,32.24,88.92709552,0.3791423
JVASP-8329,33.6,27,11.4,0,0,0,27,201.5,4.2,0,0.1,0,11.4,4.2,29.1,0,0.4,0,0,0,0,46.7,0,-0.2,0,0.1,0.4,0,3.5,0,0,0,0,-0.2,0,31.9,38.82222222,31.19333333,73.81112466,0.183123392
JVASP-30632,33.7,27,11.4,0,0,0,27,201.4,4.2,0,-0.1,0,11.4,4.2,29.1,0,0.1,0,0,0,0,46.6,0,-0.1,0,-0.1,0.1,0,3.6,0,0,0,0,-0.1,0,31.9,38.82222222,31.19333333,73.81112466,0.183123392
JVASP-16929,292.1,29.9,29.9,0,0,0,29.9,292.1,29.9,0,0,0,29.9,29.9,292.1,0,0,0,0,0,0,-19.3,0,0,0,0,0,0,-19.3,0,0,0,0,0,0,-19.3,117.3,40.86,109.8276352,0.343950504
JVASP-8288,61.3,34.5,33.7,0,-0.1,0,34.5,137.7,31.1,0,0,0,33.7,31.1,35.7,0,0,0,0,0,0,53.2,0,0,-0.1,0,0,0,22.4,0,0,0,0,0,0,10.9,48.14444444,26.32666667,66.80337706,0.268739752
JVASP-117733,-1.8,-0.2,1.5,0,0,0,-0.2,-1.8,1.5,0,0,0,1.5,1.5,-9,0,0,0,0,0,0,0.2,0,0,0,0,0,0,-4.3,0,0,0,0,0,0,-4.3,-0.777777778,-2.706666667,-3.759259259,-0.305555556
JVASP-117736,77.8,48.7,13.7,7,3.1,0.7,48.7,83.4,13.7,12.8,5.3,4.7,13.7,13.7,64.8,-6.5,11.2,9,7,12.8,-6.5,21.1,4.1,1.4,3.1,5.3,11.2,4.1,23,4,0.7,4.7,9,1.4,4,16.7,42.02222222,22.15333333,56.52672154,0.275806234
JVASP-117738,81.3,40.8,36.4,0,-8.6,0,40.8,157.9,38.8,0,-10.4,0,36.4,38.8,53,0,-3.4,0,0,0,0,46.8,0,-1.4,-8.6,-10.4,-3.4,0,22.5,0,0,0,0,-1.4,0,13.4,58.24444444,28.28666667,73.03650215,0.291005812
JVASP-117739,108.7,41.5,16,1.2,-2,-1.1,41.5,65.4,29.2,4.2,-2.1,-0.7,16,29.2,49.1,-1.9,5,2.9,1.2,4.2,-1.9,4.5,5.1,2,-2,-2.1,5,5.1,16,-9.3,-1.1,-0.7,2.9,2,-9.3,-3.6,44.06666667,12.48,34.21045065,0.370611004
JVASP-91804,38.3,4.5,13.6,0,0,0,4.5,60,17.1,0,0,0,13.6,17.1,36.8,0,0,0,0,0,0,-2.2,0,0,0,0,0,0,7.6,0,0,0,0,0,0,-1.5,22.83333333,7.44,20.1332631,0.353041875
JVASP-14870,133.7,5.9,5.7,0,-2.8,0,5.9,17.9,15.5,0,2,0,5.7,15.5,22.3,0,-4,0,0,0,0,7.8,0,-9.7,-2.8,2,-4,0,11.8,0,0,0,0,-9.7,0,16.5,25.34444444,17.00666667,41.69411723,0.225816853
JVASP-10087,16.2,9.8,9.8,0,0,0,9.8,16.2,9.8,0,0,0,9.8,9.8,16.2,0,0,0,0,0,0,6.7,0,0,0,0,0,0,6.7,0,0,0,0,0,0,6.7,11.93333333,5.3,13.84963504,0.306569343
JVASP-9103,19,3.9,12.1,0,1.6,0,3.9,27.6,6,0,-0.9,0,12.1,6,19.3,0,0,0,0,0,0,3.6,0,2.2,1.6,-0.9,0,0,6,0,0,0,0,2.2,0,12.6,12.21111111,7.366666667,18.39992424,0.248863636
JVASP-22551,47.6,26.3,14.1,0,0,0,26.3,47.6,14.1,0,0,0,14.1,14.1,33,0,0,0,0,0,0,10.6,0,0,0,0,0,0,6.9,0,0,0,0,0,0,6.9,26.35555556,9.793333333,26.14200615,0.334683772
JVASP-9139,29.1,4.7,4.7,0,0,0,4.7,29.1,4.7,0,0,0,4.7,4.7,29.1,0,0,0,0,0,0,6.4,0,0,0,0,0,0,6.4,0,0,0,0,0,0,6.4,12.83333333,8.72,21.32909784,0.222998729
JVASP-139531,48.6,6,7.5,-1.4,-0.3,-1.9,6,22,14.4,-1.6,-0.6,3.6,7.5,14.4,19.3,0.9,2.7,4.3,-1.4,-1.6,0.9,2.1,4.6,1.6,-0.3,-0.6,2.7,4.6,12.3,2.7,-1.9,3.6,4.3,1.6,2.7,9.4,16.18888889,8.893333333,22.55062072,0.267838496
JVASP-139533,116.3,-9.1,-3.8,0,0,0,-9.1,520.7,82.5,0,0,0,-3.8,82.5,145.4,0,0,0,0,0,0,-9.7,0,0,0,0,0,0,-34.5,0,0,0,0,0,0,-18.7,102.4,34.94,94.11557842,0.346817092
JVASP-139536,59.5,5.7,40.4,-0.4,8.6,0.5,5.7,34.5,10.7,1.9,-4.5,0.2,40.4,10.7,51.9,-3.4,4,-1.2,-0.4,1.9,-3.4,2.4,1.3,-0.3,8.6,-4.5,4,1.3,12.8,-4,0.5,0.2,-1.2,-0.3,-4,9.9,28.83333333,10.96,29.18243382,0.331315411
JVASP-137024,23.2,7.2,9.2,0.4,-2.1,-0.4,7.2,11.8,14.8,-0.6,-0.3,-0.1,9.2,14.8,19.5,-1.1,-1.9,-0.6,0.4,-0.6,-1.1,6.3,-0.3,-0.8,-2.1,-0.3,-1.9,-0.3,16.3,-1.4,-0.4,-0.1,-0.6,-0.8,-1.4,8.3,12.98888889,7.733333333,19.35817273,0.251605996
JVASP-149663,15.8,12.9,12.3,0,18.2,0,12.9,20.3,-12.7,0,-6.6,0,12.3,-12.7,-94,0,51.3,0,0,0,0,-9.8,0,10.1,18.2,-6.6,51.3,0,13.1,0,0,0,0,10.1,0,-33.3,-3.655555556,-10.69333333,-16.24241305,-0.240535549
JVASP-151067,28.5,11.4,5.2,0,3.5,0,11.4,22.4,12.6,0,-5.6,0,5.2,12.6,21.9,0,-5.8,0,0,0,0,12.4,0,1.1,3.5,-5.6,-5.8,0,13.7,0,0,0,0,1.1,0,5.8,14.57777778,9.286666667,22.98020873,0.237268955
JVASP-154841,19.1,8.8,13.1,0,0,0,8.8,19,5.8,0,0,0,13.1,5.8,21.1,0,0,0,0,0,0,6.6,0,0,0,0,0,0,10.2,0,0,0,0,0,0,7.1,12.73333333,6.88,17.48997338,0.271073647
JVASP-120377,70.1,103.1,6.5,0,0,0,103.1,70.1,6.5,0,0,0,6.5,6.5,114.6,0,0,0,0,0,0,-16.5,0,0,0,0,0,0,22.1,0,0,0,0,0,0,22.1,54.11111111,14.78666667,40.65665462,0.374774164
JVASP-120380,185.1,25.3,37.3,0,0,0,25.3,84.3,59,0,0,0,37.3,59,102.4,0,0,0,0,0,0,24.9,0,0,0,0,0,0,-14.4,0,0,0,0,0,0,35.8,68.33333333,25.94,69.07898155,0.331514679
JVASP-120381,129.9,47.5,27.2,0,-2.4,0,47.5,95.8,25.6,0,-1.2,0,27.2,25.6,21.8,0,-2.5,0,0,0,0,10.5,0,-0.9,-2.4,-1.2,-2.5,0,-12.3,0,0,0,0,-0.9,0,39.5,49.78888889,17.35333333,46.6412468,0.343869962
JVASP-120382,77.4,126.8,34.2,0,0,0,126.8,77.4,34.2,0,0,0,34.2,34.2,167.1,0,0,0,0,0,0,-24.7,0,0,0,0,0,0,15,0,0,0,0,0,0,15,79.14444444,9.506666667,27.42204044,0.442253179
JVASP-5596,61.4,8,5.9,0,0.4,0,8,18.5,6.9,0,-2.1,0,5.9,6.9,19.6,0,0.2,0,0,0,0,4.3,0,-0.6,0.4,-2.1,0.2,0,4.6,0,0,0,0,-0.6,0,4.9,15.67777778,8.006666667,20.52581153,0.281795058
JVASP-4346,17.4,7.9,8.5,0,0,0,7.9,18.2,6.3,0,0,0,8.5,6.3,20.5,0,0,0,0,0,0,3.4,0,0,0,0,0,0,5.6,0,0,0,0,0,0,10.3,11.27777778,6.086666667,15.4758684,0.271292585
JVASP-4531,23.1,8.4,7.9,0,2.9,0,8.4,29,7.7,0,-4.1,0,7.9,7.7,30.6,0,-1.8,0,0,0,0,9.9,0,2.9,2.9,-4.1,-1.8,0,9.3,0,0,0,0,2.9,0,8.1,14.52222222,9.373333333,23.14119129,0.23441632
JVASP-9170,27.2,6.7,6.8,0,-1.9,0,6.7,25.4,4.4,0,0.6,0,6.8,4.4,25.1,0,0.5,0,0,0,0,8.9,0,-1.7,-1.9,0.6,0.5,0,5.1,0,0,0,0,-1.7,0,7.1,12.61111111,8.206666667,20.23146539,0.232623805
JVASP-137189,96.5,37.5,29.9,0,18.9,0,37.5,76.4,40,0,0,0,29.9,40,28.9,0,-11.4,0,0,0,0,8.9,0,64.9,18.9,0,-11.4,0,16.3,0,0,0,0,64.9,0,-62.1,46.28888889,-1.086666667,-3.285711521,0.511830454
JVASP-102668,73.7,35.9,46.8,0,0,0,35.9,73.6,51,0,0,0,46.8,51,111.6,0,0,0,0,0,0,24.1,0,0,0,0,0,0,9.3,0,0,0,0,0,0,16.5,58.47777778,18.32666667,49.77975158,0.358123452
JVASP-9156,83.6,8.9,26.3,0,-9.9,0,8.9,40.4,10.2,0,7.1,0,26.3,10.2,42.4,0,0,0,0,0,0,10.6,0,-7.3,-9.9,7.1,0,0,16.1,0,0,0,0,-7.3,0,35.1,28.57777778,20.42666667,49.48887214,0.21137905
JVASP-8215,87.5,21.2,23.1,0,12.9,0,21.2,87.5,23.1,0,-12.9,0,23.1,23.1,34,0,0,0,0,0,0,33.1,0,12.9,12.9,-12.9,0,0,24.3,0,0,0,0,12.9,0,24.3,38.2,25.78,63.13694258,0.224533409
JVASP-12181,31.7,4.5,12.3,0,-1.7,0,4.5,27.5,21.2,0,0.8,0,12.3,21.2,81,0,1.3,0,0,0,0,4.2,0,-1.7,-1.7,0.8,1.3,0,26.6,0,0,0,0,-1.7,0,11.8,24.02222222,15.33333333,37.92982456,0.236842105
JVASP-137192,62.6,25.6,11.2,0,0,0,25.6,24,20.1,0,0,0,11.2,20.1,121.9,0,0,0,0,0,0,-9.3,0,0,0,0,0,0,-7.1,0,0,0,0,0,0,11.9,35.81111111,9.206666667,25.43988912,0.381601509
JVASP-137195,223.8,7.8,13.5,0,0,0,7.8,223.8,13.5,0,0,0,13.5,13.5,251.7,0,0,0,0,0,0,19.8,0,0,0,0,0,0,17.8,0,0,0,0,0,0,17.8,85.43333333,55.38,136.6198729,0.233476643
JVASP-137199,39.8,25.2,-45.6,0,0,0,25.2,39.8,-45.6,0,0,0,-45.6,-45.6,35.5,0,0,0,0,0,0,50.8,0,0,0,0,0,0,4.2,0,0,0,0,0,0,4.2,-1.877777778,23.91333333,-22.10805981,-1.462253829
JVASP-137200,73.5,21,31.7,0,3.6,0,21,36.7,12.3,0,0.8,0,31.7,12.3,26.1,0,8.6,0,0,0,0,8.3,0,6.8,3.6,0.8,8.6,0,-9.3,0,0,0,0,6.8,0,26,29.58888889,9.753333333,26.36330356,0.351502233
JVASP-137201,43.5,36,5.4,0.5,7.2,0.6,36,61.6,13.9,-1.4,-0.1,0.2,5.4,13.9,41.7,-0.7,-11,-3.9,0.5,-1.4,-0.7,18.5,-0.1,-1.1,7.2,-0.1,-11,-0.1,11.4,0.3,0.6,0.2,-3.9,-1.1,0.3,0.8,28.6,12.24,32.13561812,0.312729498
JVASP-5362,14.2,9,10.7,0,0,0,9,19.6,8.3,0,0,0,10.7,8.3,16.4,0,0,0,0,0,0,7.5,0,0,0,0,0,0,9.6,0,0,0,0,0,0,8.1,11.8,6.52,16.51774809,0.266698473
JVASP-5833,18.9,10.8,12.7,0,-0.6,0,10.8,26.4,8.8,0,2.4,0,12.7,8.8,19.2,0,0.9,0,0,0,0,10.7,0,-0.9,-0.6,2.4,0.9,0,10.1,0,0,0,0,-0.9,0,10.7,14.34444444,8.446666667,21.18229733,0.253885004
JVASP-9158,22.3,9.8,12.4,0,-1.8,0,9.8,21.7,12.1,0,1.4,0,12.4,12.1,24.2,0,1.4,0,0,0,0,9,0,-0.8,-1.8,1.4,1.4,0,12.3,0,0,0,0,-0.8,0,12.2,15.2,8.96,22.46568915,0.253665689
JVASP-139725,200.5,6.9,17.5,0,23.2,0,6.9,108.9,76.1,0,23.7,0,17.5,76.1,128,0,25.9,0,0,0,0,21.3,0,2.6,23.2,23.7,25.9,0,20.3,0,0,0,0,2.6,0,23.1,70.93333333,35.4,91.05302176,0.286059629
JVASP-139726,170.9,18.3,5.6,0,0,0,18.3,170.9,5.6,0,0,0,5.6,5.6,39.6,0,0,0,0,0,0,41.6,0,0,0,0,0,0,2,0,0,0,0,0,0,2,48.93333333,32.58,79.98791393,0.227561601
JVASP-139727,95.8,-1.6,-1.8,0,0,0,-1.6,25.2,-0.5,0,0,0,-1.8,-0.5,25.7,0,0,0,0,0,0,-2.2,0,0,0,0,0,0,-2.1,0,0,0,0,0,0,-1.8,15.43333333,8.82,22.22601597,0.259978229
JVASP-139730,76.2,-14.3,-0.1,0,1.5,0,-14.3,36.7,15,0,2,0,-0.1,15,60.4,0,15,0,0,0,0,-3.5,0,3.7,1.5,2,15,0,15.1,0,0,0,0,3.7,0,3.7,19.38888889,14.57333333,34.96077353,0.199477591
JVASP-139732,43.7,17.4,0.3,0,0,0,17.4,54.8,3.9,0,0,0,0.3,3.9,27.3,0,0,0,0,0,0,9,0,0,0,0,0,0,3.1,0,0,0,0,0,0,-3.2,18.77777778,8.726666667,22.66840865,0.298801107
JVASP-139734,141.6,39.4,73.2,0,-14.2,0,39.4,63.2,34.6,0,-6.1,0,73.2,34.6,109.9,0,-35.6,0,0,0,0,11.9,0,-12.9,-14.2,-6.1,-35.6,0,6.2,0,0,0,0,-12.9,0,42.4,67.67777778,23.26666667,62.62362645,0.345779938
JVASP-139735,137.4,41.3,75.6,0,-13.2,0,41.3,62.2,33.7,0,-6.2,0,75.6,33.7,109.3,0,-37.2,0,0,0,0,9.5,0,-12.4,-13.2,-6.2,-37.2,0,3.4,0,0,0,0,-12.4,0,43.1,67.78888889,21.75333333,58.95392976,0.355055082
JVASP-139736,48,30.3,3.9,1.5,6.8,-0.2,30.3,51.2,9.6,1,-1.6,-0.3,3.9,9.6,43.4,0.2,-8.1,0.2,1.5,1,0.2,10.6,-0.1,1.8,6.8,-1.6,-8.1,-0.1,11.6,0.1,-0.2,-0.3,0.2,1.8,0.1,2.4,25.57777778,11.50666667,30.01852523,0.304397099
JVASP-4361,58.8,18,1.2,0,-2.1,0,18,42.3,13.2,0,-3,0,1.2,13.2,25.7,0,-1.5,0,0,0,0,19.3,0,1.9,-2.1,-3,-1.5,0,11.9,0,0,0,0,1.9,0,7.8,21.28888889,14.09333333,34.63677099,0.2288353
JVASP-29240,160.6,41,24.9,0,0,0,41,57.5,18.7,0,0,0,24.9,18.7,39.8,0,0,0,0,0,0,8.1,0,0,0,0,0,0,25.5,0,0,0,0,0,0,8.3,47.45555556,19.93333333,52.45549394,0.315773259
