Material,c11,c12,c13,c14,c15,c16,c21,c22,c23,c24,c25,c26,c31,c32,c33,c34,c35,c36,c41,c42,c43,c44,c45,c46,c51,c52,c53,c54,c55,c56,c61,c62,c63,c64,c65,c66,Bulk Modulus (K),Shear Modulus (G),Young Modulus (E),Poisson's Ratio (v)
JVASP-8210,48.8,20.4,16.8,0,0,0,20.4,48.8,16.8,0,0,0,16.8,16.8,94.4,0,0,0,0,0,0,12,0,0,0,0,0,0,12.8,0,0,0,0,0,0,12.8,33.33333333,16.72,42.97464016,0.285126799
JVASP-155488,-7.8,48,-83.4,77.9,0,0,48,0.2,151.6,-69.7,0,0,-83.4,151.6,-691.5,386,0,0,77.9,-69.7,386,-220.9,0,0,0,0,0,0,-20.5,-17.8,0,0,0,0,-17.8,-29.5,-51.85555556,-108.5333333,-191.7929067,-0.116433169
JVASP-7793,118.6,92.8,92.8,0,0,0,92.8,118.6,92.8,0,0,0,92.8,92.8,118.6,0,0,0,0,0,0,65,0,0,0,0,0,0,65,0,0,0,0,0,0,65,101.4,44.16,115.6861178,0.309851877
JVASP-139479,284.9,-16.3,10.3,0,0,0,-16.3,284.9,10.3,0,0,0,10.3,10.3,54.9,0,0,0,0,0,0,-16,0,0,0,0,0,0,-12,0,0,0,0,0,0,-12,70.36666667,33.36,86.42267856,0.295303935
JVASP-139480,-365.2,3.5,99.2,0,25.8,0,3.5,-365.2,99.2,0,-25.8,0,99.2,99.2,-4.3,0,0,0,0,0,0,-184.3,0,25.8,25.8,-25.8,0,0,-35.1,0,0,0,0,25.8,0,-35.1,-36.76666667,-113.34,-167.6990073,-0.260194956
JVASP-139481,1,-0.5,-0.7,0,0,0,-0.5,1,-0.7,0,0,0,-0.7,-0.7,7.7,0,0,0,0,0,0,-0.1,0,0,0,0,0,0,-11.9,0,0,0,0,0,0,-11.9,0.655555556,-4.006666667,11.5879085,-2.446078431
JVASP-139482,69.7,1.5,-4.1,0,2.3,0,1.5,139,40,0,-0.1,0,-4.1,40,60.6,0,2.3,0,0,0,0,-8.7,0,0.3,2.3,-0.1,2.3,0,8.5,0,0,0,0,0.3,0,-2.6,38.23333333,14.9,39.56087963,0.327546296
JVASP-8236,282.9,91.2,91.2,0,0,0,91.2,282.9,91.2,0,0,0,91.2,91.2,282.9,0,0,0,0,0,0,41,0,0,0,0,0,0,41,0,0,0,0,0,0,41,155.1,62.94,166.3220241,0.321274421
JVASP-139436,273.7,36.3,173.9,5.4,0,0,36.3,150.9,215.3,-15.3,0,0,173.9,215.3,-187,50.5,0,0,5.4,-15.3,50.5,-144.7,0,0,0,0,0,0,-57.4,0.3,0,0,0,0,0.3,-103.2,120.9555556,-73.58666667,-276.916639,0.881568031
JVASP-21270,187.5,49.7,36.8,0,0,0,49.7,138.1,37.2,0,0,0,36.8,37.2,192.3,0,0,0,0,0,0,64.7,0,0,0,0,0,0,61.3,0,0,0,0,0,0,54.9,85.03333333,62.46,150.5247449,0.20496914
JVASP-5839,92.7,26.3,8.6,0,0,1.9,26.3,92.7,8.6,0,0,-1.9,8.6,8.6,28.9,0,0,0,0,0,0,33.2,-1.9,0,0,0,0,-1.9,7.2,0,1.9,-1.9,0,0,0,7.2,33.47777778,20.90666667,51.9134553,0.241552662
JVASP-150695,91.9,26.3,8.7,0,0,-1.9,26.3,91.9,8.7,0,0,1.9,8.7,8.7,29,0,0,0,0,0,0,32.8,1.9,0,0,0,0,1.9,7.3,0,-1.9,1.9,0,0,0,7.3,33.35555556,20.75333333,51.56555758,0.242343983
JVASP-58433,488.9,140.5,124.9,0,-20.2,0,140.5,406.7,158,0,-31.8,0,124.9,158,428.6,0,-10.3,0,0,0,0,141.3,0,-25.9,-20.2,-31.8,-10.3,0,143.9,0,0,0,0,-25.9,0,149,241.2222222,146.8933333,366.3221681,0.246898548
JVASP-58434,373.9,156.6,174.7,0,0,0,156.6,391.7,70.8,0,0,0,174.7,70.8,435.8,0,0,0,0,0,0,99.3,0,0,0,0,0,0,87.8,0,0,0,0,0,0,167.6,222.8444444,124.2266667,314.2804918,0.264947777
JVASP-59283,392.1,89.8,118.9,0,0,0,89.8,278.9,103.6,0,0,0,118.9,103.6,217,0,0,0,0,0,0,72.3,0,0,0,0,0,0,80.1,0,0,0,0,0,0,111.9,168.0666667,91.24,231.7775494,0.270153164
JVASP-21026,336,101.1,89.8,0,0,0,101.1,212.8,84,0,0,0,89.8,84,281.9,0,0,0,0,0,0,78.2,0,0,0,0,0,0,110.4,0,0,0,0,0,0,90.6,153.3888889,92.89333333,231.872214,0.248056269
JVASP-139432,380.7,9.1,18.7,0,0,0,9.1,380.7,18.7,0,0,0,18.7,18.7,78.8,0,0,0,0,0,0,-39.5,0,0,0,0,0,0,-37.4,0,0,0,0,0,0,-37.4,103.6888889,30.05333333,82.21672921,0.367847092
JVASP-139433,-28,-27,-33.8,0,0,0,-27,37.1,-18.1,0,0,0,-33.8,-18.1,29.4,0,0,0,0,0,0,-291.7,0,0,0,0,0,0,-59.5,0,0,0,0,0,0,-6.3,-13.25555556,-63.67333333,-73.43608533,-0.4233372
JVASP-139434,-1.9,343.5,2.6,0,0,0,343.5,-1.9,2.6,0,0,0,2.6,2.6,129.9,0,0,0,0,0,0,-172.7,0,0,0,0,0,0,6,0,0,0,0,0,0,6,91.5,-46.98,-170.0423259,0.809731013
JVASP-134799,278,12.7,103.8,0,0,0,12.7,53.9,3.6,0,0,0,103.8,3.6,611.5,0,0,0,0,0,0,-9.6,0,0,0,0,0,0,-0.1,0,0,0,0,0,0,154.5,131.5111111,83.84666667,207.4520562,0.237091852
JVASP-134800,229.3,274.4,3.5,0,0,0,274.4,229.3,3.5,0,0,0,3.5,3.5,51,0,0,0,0,0,0,-22.6,0,0,0,0,0,0,-8.3,0,0,0,0,0,0,-8.3,119.1555556,7.373333333,21.67295984,0.469685342
JVASP-134803,19.8,82.5,36.8,0,-37.4,0,82.5,19.8,36.8,0,37.4,0,36.8,36.8,490.8,0,0,0,0,0,0,-31.4,0,-37.4,-37.4,37.4,0,0,-131.5,0,0,0,0,-37.4,0,-131.5,93.62222222,-33.92666667,-115.7633811,0.706082449
JVASP-134806,192.1,183.5,143.3,0,0,0,183.5,192.1,143.3,0,0,0,143.3,143.3,538.1,0,0,0,0,0,0,-5.1,0,0,0,0,0,0,119.3,0,0,0,0,0,0,119.3,206.9444444,76.84666667,205.1469394,0.334780988
JVASP-134807,-177.1,-127.2,282.5,0,-30.4,0,-127.2,-177.1,282.5,0,30.4,0,282.5,282.5,120.5,0,0,0,0,0,0,-24.9,0,-30.4,-30.4,30.4,0,0,-133.3,0,0,0,0,-30.4,0,-133.3,71.32222222,-103.0666667,-596.5599038,1.894048693
JVASP-103521,261.8,132.4,114.9,0,0,0,132.4,261.8,114.9,0,0,0,114.9,114.9,352.7,0,0,0,0,0,0,64.7,0,0,0,0,0,0,162.6,0,0,0,0,0,0,162.6,177.8555556,112.2533333,278.2259928,0.239277198
JVASP-44489,266.6,100.3,74.4,0,0,0,100.3,300.5,93.9,0,0,0,74.4,93.9,291.1,0,0,0,0,0,0,85.9,0,0,0,0,0,0,73.6,0,0,0,0,0,0,80.5,155.0444444,87.30666667,220.5266141,0.262942582
JVASP-134838,0.1,-0.3,-0.2,0,0.1,0,-0.3,-13,-0.6,0,3.1,0,-0.2,-0.6,-0.2,0,2.5,0,0,0,0,-6.6,0,0.8,0.1,3.1,2.5,0,-3.2,0,0,0,0,0.8,0,-3.5,-1.7,-3.46,-6.184345794,-0.106308411
JVASP-121170,266.7,246.1,2.4,0,0,0,246.1,266.7,2.4,0,0,0,2.4,2.4,19.7,0,0,0,0,0,0,10.3,0,0,0,0,0,0,-11.4,0,0,0,0,0,0,-11.4,117.2111111,17.64666667,50.41017295,0.428319974
JVASP-121174,0.2,7.4,-1.3,0,-4.8,0,7.4,-7.7,1.6,0,2.5,0,-1.3,1.6,-5.9,0,-0.8,0,0,0,0,-2.8,0,0.2,-4.8,2.5,-0.8,0,-5,0,0,0,0,0.2,0,0.7,0.222222222,-2.826666667,2.617283951,-1.462962963
JVASP-121175,-176.7,-117.9,-74.8,87.4,-60.9,24.8,-117.9,-344,-208.3,67.4,-109.6,41.8,-74.8,-208.3,-292.9,57,-99.4,40.8,87.4,67.4,57,-54,28.2,-11.3,-60.9,-109.6,-99.4,28.2,-101.1,20.6,24.8,41.8,40.8,-11.3,20.6,-47.4,-179.5111111,-68.00666667,-181.1448061,0.331816533
JVASP-121176,181.4,109.3,73.5,0,0,0,109.3,228,301.9,0,0,0,73.5,301.9,14.9,0,0,0,0,0,0,6.2,0,0,0,0,0,0,-119.3,0,0,0,0,0,0,-136.5,154.8555556,-53.94666667,-183.1023071,0.697067849
JVASP-121177,150.5,256.3,53.9,0,0,0,256.3,150.5,53.9,0,0,0,53.9,53.9,630.2,0,0,0,0,0,0,-52.9,0,0,0,0,0,0,36.2,0,0,0,0,0,0,36.2,184.3777778,41.70666667,116.3473248,0.394828862
JVASP-5353,65.7,0.3,7.4,0,0,0,0.3,66,7.9,0,0,0,7.4,7.9,12.7,0,0,0,0,0,0,0.3,0,0,0,0,0,0,6.8,0,0,0,0,0,0,5.6,19.51111111,11.12666667,28.04827256,0.260407695
JVASP-135456,12.2,19.3,42.9,0,0,0,19.3,12.2,42.9,0,0,0,42.9,42.9,117.2,0,0,0,0,0,0,2.5,0,0,0,0,0,0,-0.2,0,0,0,0,0,0,-0.2,39.08888889,2.853333333,8.356665557,0.464368964
JVASP-135459,42.5,99.6,-7.4,0,-38.2,0,99.6,2.9,123.4,0,50,0,-7.4,123.4,35.7,0,-41.6,0,0,0,0,10,0,-21.2,-38.2,50,-41.6,0,-32.5,0,0,0,0,-21.2,0,11.5,56.92222222,-11.16666667,-35.84388053,0.604949875
JVASP-85370,717.9,24.8,189.2,0,0,0,24.8,388,119.1,0,0,0,189.2,119.1,608.1,0,0,0,0,0,0,97,0,0,0,0,0,0,144.1,0,0,0,0,0,0,288.5,264.4666667,197.98,475.3293349,0.200447861
JVASP-4828,397,110.7,52.5,0,0,0,110.7,230.5,46,0,0,0,52.5,46,194.8,0,0,0,0,0,0,97.3,0,0,0,0,0,0,117.2,0,0,0,0,0,0,84.7,137.8555556,100.7133333,242.9708187,0.206249514
JVASP-13743,396.9,110.7,52.4,0,0,0,110.7,230.5,45.8,0,0,0,52.4,45.8,194.5,0,0,0,0,0,0,97.3,0,0,0,0,0,0,117.2,0,0,0,0,0,0,84.6,137.7444444,100.6866667,242.880722,0.206121575
JVASP-57788,65.4,13,15.3,0,-10.9,0,13,65.4,15.3,0,10.9,0,15.3,15.3,88.6,0,0,0,0,0,0,26.2,0,-10.9,-10.9,10.9,0,0,41.6,0,0,0,0,-10.9,0,41.6,34.06666667,33.6,75.85979381,0.128865979
JVASP-4564,63.3,-23.8,16.5,-2.7,0,0,-23.8,63.3,16.5,2.7,0,0,16.5,16.5,64.5,0,0,0,-2.7,2.7,0,21.3,0,0,0,0,0,0,18.5,0,0,0,0,0,0,18.5,23.27777778,23.78666667,53.2290821,0.118884854
JVASP-57860,60.1,-13.7,18.6,0,-2.8,0,-13.7,47.5,2.1,0,1,0,18.6,2.1,62.2,0,-0.9,0,0,0,0,18.1,0,0.7,-2.8,1,-0.9,0,9.8,0,0,0,0,0.7,0,21.2,20.42222222,20.67333333,46.37245139,0.121552355
JVASP-57747,65.6,13.2,15.5,0,-10.8,0,13.2,65.6,15.5,0,10.8,0,15.5,15.5,88.7,0,0,0,0,0,0,26.2,0,-10.8,-10.8,10.8,0,0,41.8,0,0,0,0,-10.8,0,41.8,34.25555556,33.67333333,76.08830744,0.129800645
JVASP-57748,40.3,8.8,-1.6,0,0,0,8.8,42.2,-1.2,0,0,0,-1.6,-1.2,36.1,0,0,0,0,0,0,21.7,0,0,0,0,0,0,49,0,0,0,0,0,0,52.6,14.51111111,32.16666667,55.49493615,-0.137384412
JVASP-114355,63.8,325.6,6.8,0,0,0,325.6,63.8,6.8,0,0,0,6.8,6.8,99.9,0,0,0,0,0,0,-130.9,0,0,0,0,0,0,-0.2,0,0,0,0,0,0,-0.2,100.6555556,-33.70666667,-113.8256517,0.688473869
JVASP-113674,-125,76.3,-11.6,3.8,-5.7,-27.7,76.3,-172.4,78.7,-25.8,-80.3,-5.1,-11.6,78.7,-128,-7.1,30.7,-15,3.8,-25.8,-7.1,-68.8,-7.7,34.2,-5.7,-80.3,30.7,-7.7,-75.8,-0.7,-27.7,-5.1,-15,34.2,-0.7,-109.9,-15.4,-88.82,-91.17502592,-0.486742705
JVASP-149360,21.3,140.3,55.5,-24.4,-23.2,16.8,140.3,-156.8,246.9,15.1,184,-4.3,55.5,246.9,-22.9,-28.2,-109.7,-2.2,-24.4,15.1,-28.2,-54,-57.8,-42,-23.2,184,-109.7,-57.8,-132.4,-4,16.8,-4.3,-2.2,-42,-4,-82.5,80.77777778,-93.85333333,-459.5324174,1.448141164
JVASP-151876,178.8,107.5,84.8,0,0,0,107.5,178.8,84.8,0,0,0,84.8,84.8,199.8,0,0,0,0,0,0,35.7,0,0,0,0,0,0,32.7,0,0,0,0,0,0,32.7,123.5111111,38.90666667,105.6287873,0.357463853
JVASP-93287,53.2,-8.6,20.2,-0.1,0,0,-8.6,53.2,20.2,0.1,0,0,20.2,20.2,49.5,0,0,0,-0.1,0.1,0,16.5,0,0,0,0,0,0,17,0,0,0,0,0,0,17,24.38888889,18.37333333,44.05666011,0.19892943
JVASP-9704,55,19.3,20.7,0,-2.2,0,19.3,55,20.7,0,2.2,0,20.7,20.7,92.7,0,0,0,0,0,0,17.8,0,-2.2,-2.2,2.2,0,0,31.9,0,0,0,0,-2.2,0,31.9,36.01111111,25.78666667,62.4529866,0.210955014
JVASP-120119,400.8,16.7,27.4,0,0,0,16.7,400.8,27.4,0,0,0,27.4,27.4,72.9,0,0,0,0,0,0,13.4,0,0,0,0,0,0,-11.5,0,0,0,0,0,0,-11.5,113.0555556,51.61333333,134.3890851,0.301883413
JVASP-120120,6.4,66.4,56.5,6.1,0,0,66.4,-136.4,51.1,6.1,0,0,56.5,51.1,-5.6,-23.6,0,0,6.1,6.1,-23.6,-32.1,0,0,0,0,0,0,-69.1,-31.1,0,0,0,0,-31.1,-64.4,23.6,-53.76,-670.1070423,5.232394366
JVASP-120121,-4.9,-11.6,-11,0,3.6,0,-11.6,-390.6,-181.6,0,84.2,0,-11,-181.6,-113.1,0,42.4,0,0,0,0,-6.6,0,0.8,3.6,84.2,42.4,0,-22,0,0,0,0,0.8,0,0.8,-101.8888889,-25.85333333,-71.51154279,0.383023649
JVASP-120122,353.1,50.6,109.1,-134.5,0,0,50.6,-66.2,-104.5,-237.2,0,0,109.1,-104.5,-655,-481.2,0,0,-134.5,-237.2,-481.2,-517.4,0,0,0,0,0,0,-159.9,-71.4,0,0,0,0,-71.4,-107.1,-28.63333333,-185.1,-176.0157565,-0.524538745
JVASP-30671,-8469.8,8785.2,44.4,0,0,0,8785.2,-8469.8,44.4,0,0,0,44.4,44.4,107.7,0,0,0,0,0,0,-8627.5,0,0,0,0,0,0,1.4,0,0,0,0,0,0,1.4,101.7888889,-3438.666667,1005.381717,-1.146187725
JVASP-11344,100.5,307.6,55.9,0,0,0,307.6,100.5,55.9,0,0,0,55.9,55.9,186.6,0,0,0,0,0,0,-103.5,0,0,0,0,0,0,39.8,0,0,0,0,0,0,39.8,136.2666667,-6.9,-21.05538691,0.525752675
JVASP-53148,557.2,16.9,92.1,0,0,0,16.9,349.6,166.7,0,0,0,92.1,166.7,463.6,0,0,0,0,0,0,59.2,0,0,0,0,0,0,147,0,0,0,0,0,0,110.5,213.5333333,136.32,337.2030273,0.236806878
JVASP-113690,64.2,14.8,2.8,0,0,0,14.8,64.2,2.8,0,0,0,2.8,2.8,103.4,0,0,0,0,0,0,2.6,0,0,0,0,0,0,-5.9,0,0,0,0,0,0,-5.9,30.28888889,12.25333333,32.39195759,0.321761055
JVASP-113692,334,127.5,127.5,0,0,0,127.5,334,127.5,0,0,0,127.5,127.5,334,0,0,0,0,0,0,133,0,0,0,0,0,0,133,0,0,0,0,0,0,133,196.3333333,121.1,301.3430503,0.244190959
JVASP-136532,101.3,5.2,22,0,0,0,5.2,101.3,22,0,0,0,22,22,60.5,0,0,0,0,0,0,3.3,0,0,0,0,0,0,3.7,0,0,0,0,0,0,3.7,40.16666667,16.4,43.30606282,0.320306793
JVASP-136533,-31.7,-1,37.6,0,2.6,0,-1,-31.7,37.6,0,-2.6,0,37.6,37.6,12.8,0,0,0,0,0,0,-15.3,0,2.6,2.6,-2.6,0,0,-13.8,0,0,0,0,2.6,0,-13.8,10.86666667,-16.9,-105.2751592,2.114649682
JVASP-34725,55.1,0.3,10,0,0,0,0.3,55.1,10,0,0,0,10,10,101,0,0,0,0,0,0,12.4,0,0,0,0,0,0,17.9,0,0,0,0,0,0,17.9,27.97777778,22.36666667,52.98143619,0.184383819
JVASP-136525,103.4,9.9,8.9,0,0,0,9.9,47.4,0.7,0,0,0,8.9,0.7,42.9,0,0,0,0,0,0,-3.1,0,0,0,0,0,0,-11.2,0,0,0,0,0,0,6.5,25.85555556,10.05333333,26.69950544,0.327893175
JVASP-136526,52,87.1,25.6,0,0,0,87.1,52,25.6,0,0,0,25.6,25.6,91.5,0,0,0,0,0,0,-17.5,0,0,0,0,0,0,6.2,0,0,0,0,0,0,6.2,52.45555556,2.793333333,8.233845321,0.473838661
JVASP-136527,-0.4,17.4,29.3,0,0,0,17.4,-0.4,29.3,0,0,0,29.3,29.3,115.2,0,0,0,0,0,0,1.4,0,0,0,0,0,0,-2.8,0,0,0,0,0,0,-2.8,29.6,1.72,5.06195316,0.471498011
JVASP-136529,2,38,55.1,0,6.8,0,38,2,55.1,0,-6.8,0,55.1,55.1,-26.7,0,0,0,0,0,0,-18,0,6.8,6.8,-6.8,0,0,-21.8,0,0,0,0,6.8,0,-21.8,30.41111111,-23.71333333,-96.12469392,1.026806872
JVASP-136530,127.6,57.3,57.3,0,0,0,57.3,127.6,57.3,0,0,0,57.3,57.3,127.6,0,0,0,0,0,0,40.6,0,0,0,0,0,0,40.6,0,0,0,0,0,0,40.6,80.73333333,38.42,99.47962369,0.294633312
JVASP-17350,226.5,47,47,0,0,0,47,226.5,47,0,0,0,47,47,226.5,0,0,0,0,0,0,31.9,0,0,0,0,0,0,31.9,0,0,0,0,0,0,31.9,106.8333333,55.04,140.9196357,0.280156575
JVASP-8575,333.3,131.7,131.7,0,0,0,131.7,333.3,131.7,0,0,0,131.7,131.7,333.3,0,0,0,0,0,0,142.8,0,0,0,0,0,0,142.8,0,0,0,0,0,0,142.8,198.9,126,312.0971357,0.238480697
JVASP-11273,83.1,316.5,52.8,0,0,0,316.5,83.1,52.8,0,0,0,52.8,52.8,173,0,0,0,0,0,0,-116.7,0,0,0,0,0,0,34.9,0,0,0,0,0,0,34.9,131.4888889,-14.90666667,-46.47631292,0.558910317
JVASP-138786,-6.4,-0.3,-0.5,0,-0.1,0,-0.3,-8.9,-0.1,0,2.9,0,-0.5,-0.1,-4.1,0,7.9,0,0,0,0,-3.8,0,1.2,-0.1,2.9,7.9,0,-11.2,0,0,0,0,1.2,0,-8.4,-2.355555556,-5.913333333,-9.658140729,-0.183359014
JVASP-138788,66.1,-3.3,7,0,0,0,-3.3,66.1,7,0,0,0,7,7,85.9,0,0,0,0,0,0,-3.8,0,0,0,0,0,0,-4.5,0,0,0,0,0,0,-4.5,26.61111111,11.26666667,29.61983169,0.314489572
JVASP-138789,329.6,6,51.6,0,0,0,6,329.6,51.6,0,0,0,51.6,51.6,107.3,0,0,0,0,0,0,-20.4,0,0,0,0,0,0,16.7,0,0,0,0,0,0,16.7,109.4333333,46.42,122.0085877,0.314181255
JVASP-138790,-6.2,27.6,41.3,0,-31.1,0,27.6,-6.2,41.3,0,31.1,0,41.3,41.3,105.6,0,0,0,0,0,0,-16.9,0,-31.1,-31.1,31.1,0,0,-117.2,0,0,0,0,-31.1,0,-117.2,34.84444444,-51.39333333,-303.2922343,1.950696274
JVASP-138801,331.8,132.7,132.7,0,0,0,132.7,331.8,132.7,0,0,0,132.7,132.7,331.8,0,0,0,0,0,0,143.8,0,0,0,0,0,0,143.8,0,0,0,0,0,0,143.8,199.0666667,126.1,312.3472418,0.238490253
JVASP-139452,301.4,130.4,130.4,0,0,0,130.4,301.4,130.4,0,0,0,130.4,130.4,301.4,0,0,0,0,0,0,121.3,0,0,0,0,0,0,121.3,0,0,0,0,0,0,121.3,187.4,106.98,269.6321886,0.26019905
JVASP-139453,248,39.7,64,0,21.1,0,39.7,53.2,46.7,0,15.5,0,64,46.7,259.1,0,67.4,0,0,0,0,38.3,0,32.9,21.1,15.5,67.4,0,43,0,0,0,0,32.9,0,76.9,95.67777778,58.96666667,146.7520135,0.244364162
JVASP-139454,-1.3,-1.8,1.2,0,0.3,0,-1.8,4.3,1.8,0,-1.1,0,1.2,1.8,-12.3,0,4.1,0,0,0,0,-6.5,0,0.3,0.3,-1.1,4.1,0,-3.7,0,0,0,0,0.3,0,-0.7,-0.766666667,-2.88,-3.836293436,-0.333976834
JVASP-113683,18.2,53,17.1,0,0,0,53,18.2,17.1,0,0,0,17.1,17.1,129.5,0,0,0,0,0,0,1.7,0,0,0,0,0,0,-26.4,0,0,0,0,0,0,-26.4,37.81111111,-4.973333333,-15.60414285,0.568781117
JVASP-110231,235.7,97.3,82.1,0,-0.5,0,97.3,235.7,82.1,0,0.5,0,82.1,82.1,292.2,0,0,0,0,0,0,69.2,0,-0.5,-0.5,0.5,0,0,58.5,0,0,0,0,-0.5,0,58.5,142.9555556,70.71333333,182.1125239,0.287681653
JVASP-108770,73.5,18.1,31,0,0,0,18.1,73.5,31,0,0,0,31,31,62,0,0,0,0,0,0,15.1,0,0,0,0,0,0,28.1,0,0,0,0,0,0,28.1,41.02222222,22.85333333,57.82244152,0.265076754
JVASP-17699,37.2,14.7,16.3,0,0,0,14.7,37.2,16.3,0,0,0,16.3,16.3,61.3,0,0,0,0,0,0,14.2,0,0,0,0,0,0,16.3,0,0,0,0,0,0,16.3,25.58888889,15.25333333,38.1747736,0.2513584
JVASP-10206,269.5,146.4,124.5,0,0,0,146.4,269.5,124.5,0,0,0,124.5,124.5,271.2,0,0,0,0,0,0,61.6,0,0,0,0,0,0,90,0,0,0,0,0,0,90,177.8888889,75.97333333,199.5166109,0.313070009
JVASP-114966,233.3,28.6,16,0,0,0,28.6,233.3,16,0,0,0,16,16,43.7,0,0,0,0,0,0,-0.9,0,0,0,0,0,0,-10.1,0,0,0,0,0,0,-10.1,70.16666667,25.76,68.85397443,0.336451367
JVASP-2280,38.6,18.5,15.6,0,0,0,18.5,38.6,15.6,0,0,0,15.6,15.6,64.2,0,0,0,0,0,0,13.1,0,0,0,0,0,0,15.5,0,0,0,0,0,0,15.5,26.75555556,14.93333333,37.77254902,0.264705882
JVASP-8211,47.2,20.5,16.7,0,0,0,20.5,47.2,16.7,0,0,0,16.7,16.7,88.6,0,0,0,0,0,0,11.7,0,0,0,0,0,0,13.7,0,0,0,0,0,0,13.7,32.31111111,16.42666667,42.13897906,0.282639379
JVASP-7795,132.4,73.2,60.4,0,-17.8,0,73.2,132.3,60.5,0,17.8,0,60.4,60.5,145.2,0,0,0,0,0,0,29.6,0,-17.8,-17.8,17.8,0,0,17.2,0,0,0,0,-17.8,0,17.3,88.67777778,27.20666667,74.04733552,0.360830719
JVASP-139002,217.1,5.9,16.7,0,0,0,5.9,217.1,16.7,0,0,0,16.7,16.7,56.8,0,0,0,0,0,0,-7.9,0,0,0,0,0,0,-10.1,0,0,0,0,0,0,-10.1,63.28888889,24.49333333,65.08398333,0.328606083
JVASP-139003,-121.3,-19.8,104.7,0,15.2,0,-19.8,-121.3,104.7,0,-15.2,0,104.7,104.7,-27.2,0,0,0,0,0,0,-50.8,0,15.2,15.2,-15.2,0,0,-35.8,0,0,0,0,15.2,0,-35.8,12.15555556,-55.10666667,323.4264664,-3.934549356
JVASP-75738,3.15469,0,1.577345,0,3.15469,4.732035,0,0,4.732035,0,0,4.732035,0,0,1.577345,3.15469,3.15469,4.732035,1.577345,3.15469,0,4.732035,0,3.15469,1.577345,3.15469,3.15469,1.577345,3.15469,3.15469,4.732035,3.15469,3.15469,1.577345,0,0,1.927866111,1.472188667,3.520451159,0.195652174
JVASP-114280,-82.4,66.2,9.6,-38.3,0,0,66.2,-68.5,72.5,-36.8,0,0,9.6,72.5,-146.5,-22.1,0,0,-38.3,-36.8,-22.1,-46,0,0,0,0,0,0,-69.9,-26.6,0,0,0,0,-26.6,-66.5,-0.088888889,-66.19333333,-0.796790049,-0.993981342
JVASP-114281,270.4,57,69.4,0,0,0,57,369,69.6,0,0,0,69.4,69.6,7,0,0,0,0,0,0,-31.7,0,0,0,0,0,0,-101.5,0,0,0,0,0,0,-34.8,115.3777778,-3.573333333,-10.83182314,0.515646894
JVASP-114282,-0.3,-0.5,-0.8,0,0,0,-0.5,-5.8,0.6,0,2.8,0,-0.8,0.6,-2.5,0,-1.2,0,0,0,0,-1.8,0,0.1,0,2.8,-1.2,0,-3.6,0,0,0,0,0.1,0,1.5,-1.111111111,-1.306666667,-2.816091954,0.077586207
JVASP-120197,195.6,-4.6,30.4,0,0,0,-4.6,195.6,30.4,0,0,0,30.4,30.4,77.5,0,0,0,0,0,0,-0.4,0,0,0,0,0,0,18.2,0,0,0,0,0,0,18.2,64.56666667,34.7,88.28445709,0.272110333
JVASP-121052,169.7,68.5,2.7,0,0,0,68.5,169.7,2.7,0,0,0,2.7,2.7,-21.3,0,0,0,0,0,0,33,0,0,0,0,0,0,16.4,0,0,0,0,0,0,16.4,51.76666667,29.44,74.24540435,0.260961351
JVASP-121053,42.6,21.2,34.4,0,0,0,21.2,48.5,26.2,0,0,0,34.4,26.2,39.3,0,0,0,0,0,0,-5.2,0,0,0,0,0,0,-71.8,0,0,0,0,0,0,-19.4,32.66666667,-16.04,-57.53733529,0.793557833
JVASP-34292,38.1,19,9.7,0,0,0,19,42.7,10.9,0,0,0,9.7,10.9,39.3,0,0,0,0,0,0,24.5,0,0,0,0,0,0,39.6,0,0,0,0,0,0,42.1,22.14444444,26.60666667,56.99385927,0.071044712
JVASP-9381,228.1,104.1,125.6,0,10.9,0,104.1,228.1,125.6,0,-10.9,0,125.6,125.6,276.2,0,0,0,0,0,0,62,0,10.9,10.9,-10.9,0,0,61.2,0,0,0,0,10.9,0,61.2,160.3333333,62.02,164.8095098,0.328680343
JVASP-53194,53.9,-6.2,24.7,-1.2,0,0,-6.2,53.9,24.7,1.2,0,0,24.7,24.7,58.1,0,0,0,-1.2,1.2,0,16.3,0,0,0,0,0,0,21.8,0,0,0,0,0,0,21.8,28.03333333,20.16,48.78542106,0.20995588
JVASP-9580,65.8,23.8,27.4,0,-1.8,0,23.8,65.8,27.4,0,1.8,0,27.4,27.4,105.1,0,0,0,0,0,0,21,0,-1.8,-1.8,1.8,0,0,34.9,0,0,0,0,-1.8,0,34.9,43.76666667,28.7,70.6558125,0.2309375
JVASP-35727,83.3,21.4,33.7,0,0,0,21.4,83.3,33.7,0,0,0,33.7,33.7,70.6,0,0,0,0,0,0,17.7,0,0,0,0,0,0,29.5,0,0,0,0,0,0,29.5,46.08888889,25.23333333,64.01704383,0.268501529
JVASP-61798,53.6,23.7,24.9,0,3.1,0,23.7,53.6,24.9,0,-3.1,0,24.9,24.9,97.2,0,0,0,0,0,0,15,0,3.1,3.1,-3.1,0,0,24.9,0,0,0,0,3.1,0,24.9,39.04444444,21.68666667,54.89623013,0.265667771
